时间(s),摆杆角度(°),摆杆速度(°/s),飞轮角度(°),飞轮速度(°/s),电机1输出(RPM),电机2输出(RPM),倒立误差(°),是否稳定,放缩系数
226.779,180.681,0.000,40.649,0.000,-0.309,-0.796,0.681,1,1.000
226.799,180.681,4.800,40.627,0.000,-3.172,-0.805,0.681,1,1.000
226.819,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.839,180.681,0.000,40.649,4.800,-0.299,-3.755,0.681,1,1.000
226.859,180.681,-4.800,40.627,0.000,2.554,-0.786,0.681,1,1.000
226.879,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.899,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.919,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.939,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.959,180.681,-5.400,40.649,5.400,2.923,-4.113,0.681,1,1.000
226.979,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
226.999,180.681,-5.400,40.627,0.000,2.912,-0.785,0.681,1,1.000
227.019,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.040,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.059,180.681,0.000,40.627,5.400,-0.298,-4.124,0.681,1,1.000
227.079,180.681,5.400,40.627,0.000,-3.530,-0.806,0.681,1,1.000
227.099,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.119,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.139,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.159,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.179,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.199,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.219,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.239,180.681,-5.400,40.627,0.000,2.912,-0.785,0.681,1,1.000
227.259,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.279,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.299,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.319,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.340,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.360,180.681,4.800,40.627,0.000,-3.172,-0.805,0.681,1,1.000
227.380,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.400,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.420,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.440,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.459,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.479,180.681,0.000,40.627,0.000,-0.309,-0.796,0.681,1,1.000
227.499,180.681,0.000,40.627,10.200,-0.289,-7.082,0.681,1,1.000
227.519,180.681,0.000,40.605,-4.800,-0.318,2.163,0.681,1,1.000
227.540,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.559,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.579,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.599,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.619,180.681,5.400,40.605,0.000,-3.530,-0.806,0.681,1,1.000
227.639,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.659,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.679,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.699,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.719,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.739,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.759,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.779,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.799,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.819,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.839,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.859,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.879,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.899,180.681,5.400,40.605,-4.800,-3.539,2.153,0.681,1,1.000
227.920,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.939,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.959,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
227.979,180.681,-5.400,40.605,0.000,2.912,-0.784,0.681,1,1.000
227.999,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.019,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.039,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.059,180.681,0.000,40.605,4.800,-0.299,-3.754,0.681,1,1.000
228.079,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.099,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.120,180.681,4.800,40.605,0.000,-3.172,-0.805,0.681,1,1.000
228.140,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.159,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.179,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.199,180.681,0.000,40.605,5.400,-0.298,-4.123,0.681,1,1.000
228.219,180.681,0.000,40.605,0.000,-0.309,-0.795,0.681,1,1.000
228.239,180.681,0.600,40.605,0.000,-0.666,-0.796,0.681,1,1.000
228.260,180.681,0.000,40.605,4.800,-0.299,-3.754,0.681,1,1.000
228.280,180.681,0.000,40.605,4.800,-0.299,-3.754,0.681,1,1.000
228.300,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.319,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.340,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.360,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.379,180.681,5.400,40.583,0.000,-3.530,-0.806,0.681,1,1.000
228.399,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.419,180.681,5.400,40.583,0.000,-3.530,-0.806,0.681,1,1.000
228.439,180.681,0.000,40.583,0.000,-0.309,-0.795,0.681,1,1.000
228.459,180.681,0.000,40.583,-4.800,-0.318,2.164,0.681,1,1.000
228.479,180.681,4.800,40.583,0.000,-3.172,-0.804,0.681,1,1.000
228.499,180.659,-5.400,40.583,0.000,2.922,-0.784,0.659,1,1.000
228.520,180.681,4.800,40.583,0.000,-3.172,-0.804,0.681,1,1.000
228.540,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.560,180.659,-4.800,40.583,0.000,2.565,-0.785,0.659,1,1.000
228.580,180.659,0.000,40.583,-5.400,-0.309,2.534,0.659,1,1.000
228.600,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.620,180.659,0.000,40.583,4.800,-0.289,-3.753,0.659,1,1.000
228.640,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.660,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.680,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.700,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.719,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.740,180.659,0.000,40.583,4.800,-0.289,-3.753,0.659,1,1.000
228.760,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.779,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.799,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.820,180.659,0.000,40.583,0.600,-0.297,-1.164,0.659,1,1.000
228.839,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.859,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.879,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.899,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.920,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.939,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.961,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.979,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
228.999,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.019,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.040,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.059,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.080,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.099,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.120,180.659,0.000,40.583,-5.400,-0.309,2.534,0.659,1,1.000
229.139,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.159,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.179,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.199,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.219,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.240,180.659,0.000,40.583,-4.800,-0.308,2.164,0.659,1,1.000
229.259,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.280,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.300,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.320,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.339,180.681,4.800,40.583,-4.800,-3.181,2.154,0.681,1,1.000
229.359,180.659,0.000,40.583,4.800,-0.289,-3.753,0.659,1,1.000
229.379,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.400,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.420,180.681,0.000,40.583,4.800,-0.299,-3.753,0.681,1,1.000
229.440,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.459,180.659,4.800,40.583,0.000,-3.162,-0.804,0.659,1,1.000
229.479,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.499,180.659,0.000,40.583,-4.800,-0.308,2.164,0.659,1,1.000
229.519,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.539,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.559,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.579,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.599,180.659,0.000,40.583,5.400,-0.288,-4.123,0.659,1,1.000
229.619,180.659,0.000,40.583,-4.800,-0.308,2.164,0.659,1,1.000
229.639,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.659,180.659,-4.800,40.583,0.000,2.565,-0.785,0.659,1,1.000
229.679,180.659,0.000,40.583,4.800,-0.289,-3.753,0.659,1,1.000
229.699,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.719,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.739,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.759,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.780,180.659,0.000,40.583,-4.800,-0.308,2.164,0.659,1,1.000
229.800,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.820,180.659,4.800,40.583,0.000,-3.162,-0.804,0.659,1,1.000
229.840,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.860,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.880,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.900,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.920,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.940,180.659,0.000,40.583,5.400,-0.288,-4.123,0.659,1,1.000
229.960,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
229.980,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.000,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.020,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.040,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.059,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.080,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.099,180.659,4.800,40.583,5.400,-3.151,-4.133,0.659,1,1.000
230.119,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.139,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.160,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.180,180.659,0.000,40.583,0.000,-0.299,-0.795,0.659,1,1.000
230.200,180.659,0.000,40.562,4.800,-0.289,-3.753,0.659,1,1.000
230.220,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.240,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.259,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.279,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.300,180.659,0.000,40.562,5.400,-0.288,-4.123,0.659,1,1.000
230.319,180.659,0.000,40.562,0.000,-0.299,-0.794,0.659,1,1.000
230.339,180.659,0.000,40.540,4.800,-0.289,-3.752,0.659,1,1.000
230.359,180.659,0.000,40.540,0.000,-0.299,-0.794,0.659,1,1.000
230.379,180.659,0.000,40.540,4.800,-0.289,-3.752,0.659,1,1.000
230.399,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.419,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.439,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.459,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.479,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.499,180.659,-4.800,40.518,0.000,2.565,-0.784,0.659,1,1.000
230.519,180.659,0.000,40.518,5.400,-0.288,-4.122,0.659,1,1.000
230.539,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.559,180.659,0.000,40.518,0.000,-0.299,-0.793,0.659,1,1.000
230.579,180.659,0.000,40.496,4.800,-0.289,-3.751,0.659,1,1.000
230.599,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.619,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.639,180.659,0.000,40.496,-10.800,-0.319,5.864,0.659,1,1.000
230.659,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.680,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.700,180.659,0.000,40.496,5.400,-0.288,-4.121,0.659,1,1.000
230.720,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.740,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.760,180.659,0.000,40.496,-4.800,-0.308,2.166,0.659,1,1.000
230.780,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.800,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.820,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.840,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.860,180.659,0.000,40.496,4.800,-0.289,-3.751,0.659,1,1.000
230.880,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.900,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.920,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.940,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.960,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.980,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
230.999,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.019,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.040,180.659,4.800,40.496,0.000,-3.162,-0.803,0.659,1,1.000
231.060,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.080,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.099,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.120,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.140,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.159,180.659,0.000,40.496,-4.800,-0.308,2.166,0.659,1,1.000
231.179,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.199,180.659,4.800,40.496,0.000,-3.162,-0.803,0.659,1,1.000
231.220,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.239,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.259,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.279,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.299,180.659,5.400,40.496,-4.800,-3.529,2.155,0.659,1,1.000
231.319,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.339,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.359,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.379,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.399,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.419,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.439,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.459,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.479,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.499,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.519,180.637,0.000,40.496,-4.800,-0.298,2.166,0.637,1,1.000
231.539,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.559,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.579,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.599,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.619,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.639,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.659,180.637,0.000,40.496,-4.800,-0.298,2.166,0.637,1,1.000
231.679,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.699,180.637,0.000,40.496,-4.800,-0.298,2.166,0.637,1,1.000
231.720,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.740,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.760,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.779,180.637,0.000,40.496,4.800,-0.279,-3.751,0.637,1,1.000
231.799,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.820,180.637,-4.800,40.496,5.400,2.585,-4.112,0.637,1,1.000
231.839,180.637,0.000,40.496,-5.400,-0.299,2.535,0.637,1,1.000
231.860,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.880,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
231.900,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.920,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.940,180.659,4.800,40.496,5.400,-3.151,-4.131,0.659,1,1.000
231.960,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.979,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
231.999,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
232.019,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.039,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.059,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.080,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
232.100,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.120,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.140,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
232.160,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.180,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.200,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.220,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.240,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.259,180.637,0.000,40.496,4.800,-0.279,-3.751,0.637,1,1.000
232.280,180.659,0.000,40.496,0.000,-0.299,-0.793,0.659,1,1.000
232.299,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.320,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.340,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.360,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.380,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.400,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.419,180.637,0.000,40.496,5.400,-0.278,-4.121,0.637,1,1.000
232.439,180.637,0.000,40.496,-4.800,-0.298,2.166,0.637,1,1.000
232.459,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.479,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.499,180.659,0.000,40.474,0.000,-0.299,-0.792,0.659,1,1.000
232.519,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.539,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.559,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.579,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.599,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.619,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.639,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.659,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.679,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.699,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.719,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.739,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.759,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.779,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.799,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.819,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.840,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.859,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.879,180.637,0.000,40.496,4.800,-0.279,-3.751,0.637,1,1.000
232.899,180.637,0.000,40.496,0.000,-0.288,-0.793,0.637,1,1.000
232.920,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.940,180.637,5.400,40.474,0.000,-3.509,-0.803,0.637,1,1.000
232.960,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
232.980,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.000,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.020,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.040,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.060,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.080,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.100,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.120,180.659,0.600,40.474,0.000,-0.656,-0.794,0.659,1,1.000
233.139,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.159,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.179,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.199,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.219,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.239,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.259,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.280,180.659,10.200,40.474,0.000,-6.382,-0.813,0.659,1,1.000
233.299,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.320,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.340,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.360,180.637,4.800,40.474,0.000,-3.151,-0.802,0.637,1,1.000
233.380,180.637,0.000,40.474,-4.800,-0.298,2.166,0.637,1,1.000
233.400,180.637,0.000,40.474,4.800,-0.279,-3.751,0.637,1,1.000
233.420,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.440,180.637,0.000,40.474,4.800,-0.279,-3.751,0.637,1,1.000
233.460,180.637,0.000,40.474,-5.400,-0.299,2.536,0.637,1,1.000
233.479,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.499,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.519,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.539,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.559,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.579,180.637,0.000,40.474,4.800,-0.279,-3.751,0.637,1,1.000
233.599,180.637,0.000,40.474,4.800,-0.279,-3.751,0.637,1,1.000
233.619,180.637,-5.400,40.452,-4.800,2.923,2.177,0.637,1,1.000
233.639,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.659,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.679,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
233.700,180.637,0.000,40.474,0.000,-0.288,-0.792,0.637,1,1.000
