时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
22.72,181.41,0.00,256.71,-397.80,0.00,-25.01,1.41,1,LQR平衡
22.74,181.43,0.00,250.22,-234.00,0.00,-70.27,1.43,1,LQR平衡
22.76,181.41,0.00,246.27,-227.40,0.00,-69.98,1.41,1,LQR平衡
22.78,181.41,0.00,239.02,-504.60,0.00,3.38,1.41,1,LQR平衡
22.80,181.41,0.00,232.16,-180.60,0.00,-82.24,1.41,1,LQR平衡
22.82,181.41,0.00,229.42,-226.80,0.00,-70.00,1.41,1,LQR平衡
22.84,181.41,0.00,221.44,-501.00,0.00,2.57,1.41,1,LQR平衡
22.86,181.41,0.00,215.11,-184.20,0.00,-81.14,1.41,1,LQR平衡
22.88,181.41,0.00,211.73,-257.40,0.00,-61.76,1.41,1,LQR平衡
22.90,181.41,0.00,203.62,-388.80,0.00,-26.94,1.41,1,LQR平衡
22.92,181.41,0.00,198.15,-247.20,0.00,-64.34,1.41,1,LQR平衡
22.94,181.41,0.00,192.68,-349.80,0.00,-37.17,1.41,1,LQR平衡
22.96,181.41,0.00,186.22,-179.40,0.00,-82.17,1.41,1,LQR平衡
22.98,181.41,0.00,181.58,-346.80,0.00,-37.87,1.41,1,LQR平衡
23.00,181.41,0.00,173.03,-422.40,0.00,-17.80,1.41,1,LQR平衡
23.02,181.41,-4.80,168.60,-150.60,0.00,-65.51,1.41,1,LQR平衡
23.04,181.41,0.00,164.55,-303.00,0.00,-49.30,1.41,1,LQR平衡
23.06,181.41,0.00,157.57,-362.40,0.00,-33.54,1.41,1,LQR平衡
23.08,181.41,0.00,152.64,-196.20,0.00,-77.44,1.41,1,LQR平衡
23.10,181.41,0.00,147.22,-351.00,0.00,-36.47,1.41,1,LQR平衡
23.12,181.41,0.00,139.86,-304.80,0.00,-48.62,1.41,1,LQR平衡
23.14,181.41,0.00,134.71,-296.40,0.00,-50.80,1.41,1,LQR平衡
23.16,181.43,0.00,128.85,-298.80,0.00,-52.12,1.43,1,LQR平衡
23.18,181.43,0.00,122.63,-316.80,0.00,-47.31,1.43,1,LQR平衡
23.20,181.43,4.80,116.61,-298.80,0.00,-76.14,1.43,1,LQR平衡
23.22,181.43,0.00,110.50,-351.00,0.00,-38.16,1.43,1,LQR平衡
23.24,181.43,0.00,102.88,-322.20,0.00,-45.71,1.43,1,LQR平衡
23.26,181.43,0.00,97.38,-243.00,0.00,-66.61,1.43,1,LQR平衡
23.28,181.43,0.00,91.16,-388.80,0.00,-28.00,1.43,1,LQR平衡
23.30,181.45,0.00,84.35,-279.00,0.00,-58.98,1.45,1,LQR平衡
23.32,181.45,0.00,80.20,-235.80,0.00,-70.37,1.45,1,LQR平衡
23.34,181.45,0.00,72.66,-381.00,0.00,-31.91,1.45,1,LQR平衡
23.36,181.45,0.00,66.27,-232.20,0.00,-71.20,1.45,1,LQR平衡
23.38,181.45,0.00,60.60,-423.00,0.00,-20.70,1.45,1,LQR平衡
23.40,181.45,0.00,53.64,-203.40,0.00,-78.71,1.45,1,LQR平衡
23.42,181.45,0.00,49.79,-249.60,0.00,-66.46,1.45,1,LQR平衡
23.44,181.47,4.80,41.73,-507.00,0.00,-24.46,1.47,1,LQR平衡
23.46,181.47,0.00,35.13,-222.00,0.00,-75.64,1.47,1,LQR平衡
23.48,181.47,0.00,30.17,-337.80,0.00,-44.98,1.47,1,LQR平衡
23.50,181.47,0.00,22.21,-265.20,0.00,-64.11,1.47,1,LQR平衡
23.52,181.47,0.00,16.88,-328.20,0.00,-47.41,1.47,1,LQR平衡
23.54,181.47,0.00,8.75,-384.00,0.00,-32.58,1.47,1,LQR平衡
23.56,181.47,4.80,4.09,-202.20,0.00,-104.74,1.47,1,LQR平衡
23.58,181.47,0.00,358.22,-439.20,0.00,-20.92,1.47,1,LQR平衡
23.60,181.47,0.00,349.32,-265.80,0.00,-66.69,1.47,1,LQR平衡
23.62,181.49,0.00,343.52,-352.20,0.00,-45.80,1.49,1,LQR平衡
23.64,181.47,0.00,336.27,-310.80,0.00,-54.68,1.47,1,LQR平衡
23.66,181.47,0.00,331.11,-316.20,0.00,-53.21,1.47,1,LQR平衡
23.68,181.47,0.00,324.18,-340.20,0.00,-46.81,1.47,1,LQR平衡
23.70,181.47,0.00,317.88,-259.80,0.00,-68.01,1.47,1,LQR平衡
23.72,181.47,0.00,311.90,-354.00,0.00,-43.06,1.47,1,LQR平衡
23.74,181.47,0.00,304.80,-322.20,0.00,-51.40,1.47,1,LQR平衡
23.76,181.47,0.00,298.85,-314.40,0.00,-53.42,1.47,1,LQR平衡
23.78,181.45,0.00,292.76,-276.00,0.00,-61.52,1.45,1,LQR平衡
23.80,181.45,0.00,286.13,-347.40,0.00,-42.58,1.45,1,LQR平衡
23.82,181.45,0.00,279.36,-294.60,0.00,-56.49,1.45,1,LQR平衡
23.84,181.45,0.00,273.89,-330.60,0.00,-46.92,1.45,1,LQR平衡
23.86,181.45,0.00,266.99,-299.40,0.00,-55.12,1.45,1,LQR平衡
23.88,181.43,0.00,261.63,-242.40,0.00,-68.14,1.43,1,LQR平衡
23.90,181.43,-4.80,254.58,-441.60,0.00,8.72,1.43,1,LQR平衡
23.92,181.43,0.00,248.25,-174.60,0.00,-85.96,1.43,1,LQR平衡
23.94,181.43,0.00,246.05,-196.80,0.00,-80.07,1.43,1,LQR平衡
23.96,181.43,0.00,238.29,-555.00,0.00,14.71,1.43,1,LQR平衡
23.98,181.43,0.00,230.98,-177.60,0.00,-85.02,1.43,1,LQR平衡
24.00,181.43,0.00,228.43,-233.40,0.00,-70.24,1.43,1,LQR平衡
24.02,181.43,0.00,220.06,-454.20,0.00,-11.79,1.43,1,LQR平衡
24.04,181.41,0.00,213.60,-241.80,0.00,-65.90,1.41,1,LQR平衡
24.06,181.41,0.00,208.59,-349.80,0.00,-37.30,1.41,1,LQR平衡
24.08,181.41,0.00,202.19,-200.40,0.00,-76.75,1.41,1,LQR平衡
24.10,181.41,0.00,198.02,-304.20,0.00,-49.27,1.41,1,LQR平衡
24.12,181.41,0.00,189.78,-465.00,0.00,-6.68,1.41,1,LQR平衡
24.14,181.41,0.00,184.64,-130.80,0.00,-95.01,1.41,1,LQR平衡
24.16,181.41,0.00,180.92,-344.40,0.00,-38.49,1.41,1,LQR平衡
24.18,181.41,0.00,172.13,-373.20,0.00,-30.81,1.41,1,LQR平衡
24.20,181.41,0.00,167.41,-220.80,0.00,-71.06,1.41,1,LQR平衡
24.22,181.41,0.00,162.18,-316.20,0.00,-45.79,1.41,1,LQR平衡
24.24,181.41,0.00,155.06,-268.80,0.00,-58.27,1.41,1,LQR平衡
24.26,181.41,0.00,149.79,-317.40,0.00,-45.37,1.41,1,LQR平衡
24.28,181.41,0.00,143.00,-346.20,0.00,-37.70,1.41,1,LQR平衡
24.30,181.41,0.00,137.53,-202.80,0.00,-75.57,1.41,1,LQR平衡
24.32,181.41,5.40,132.28,-345.60,0.00,-64.91,1.41,1,LQR平衡
24.34,181.41,-4.80,124.63,-415.20,0.00,4.82,1.41,1,LQR平衡
24.36,181.41,0.00,117.77,-239.40,0.00,-65.73,1.41,1,LQR平衡
24.38,181.41,0.00,114.17,-205.80,0.00,-74.58,1.41,1,LQR平衡
24.40,181.41,0.00,108.11,-411.60,0.00,-20.12,1.41,1,LQR平衡
24.42,181.41,0.00,100.72,-301.20,0.00,-49.25,1.41,1,LQR平衡
24.44,181.41,0.00,96.59,-208.80,0.00,-73.64,1.41,1,LQR平衡
24.46,181.41,0.00,90.15,-403.20,0.00,-22.19,1.41,1,LQR平衡
24.48,181.43,0.00,83.36,-262.80,0.00,-61.25,1.43,1,LQR平衡
24.50,181.43,0.00,79.12,-291.00,0.00,-53.76,1.43,1,LQR平衡
24.52,181.43,0.00,71.83,-280.80,0.00,-56.40,1.43,1,LQR平衡
24.54,181.43,-4.80,66.18,-257.40,0.00,-38.41,1.43,1,LQR平衡
24.56,181.43,0.00,59.52,-415.80,0.00,-20.60,1.43,1,LQR平衡
24.58,181.43,0.00,54.25,-146.40,0.00,-91.79,1.43,1,LQR平衡
24.60,181.43,0.00,50.93,-295.80,0.00,-52.26,1.43,1,LQR平衡
24.62,181.45,0.00,42.54,-529.20,0.00,7.53,1.45,1,LQR平衡
24.64,181.45,0.00,36.58,-130.80,0.00,-97.77,1.45,1,LQR平衡
24.66,181.45,0.60,34.15,-260.40,0.00,-66.49,1.45,1,LQR平衡
24.68,181.45,0.00,25.36,-538.80,0.00,10.21,1.45,1,LQR平衡
24.70,181.45,0.00,19.07,-183.60,0.00,-83.66,1.45,1,LQR平衡
24.72,181.45,0.00,15.53,-276.60,0.00,-59.04,1.45,1,LQR平衡
24.74,181.45,0.00,7.49,-358.80,0.00,-37.24,1.45,1,LQR平衡
24.76,181.45,0.00,1.91,-288.00,0.00,-55.91,1.45,1,LQR平衡
24.78,181.45,-4.80,355.30,-390.00,0.00,-7.77,1.45,1,LQR平衡
24.80,181.45,0.00,350.24,-96.00,0.00,-109.60,1.45,1,LQR平衡
24.82,181.45,0.00,347.32,-346.80,0.00,-43.26,1.45,1,LQR平衡
24.84,181.45,0.00,337.54,-463.20,0.00,-12.40,1.45,1,LQR平衡
24.86,181.45,0.00,331.33,-240.60,0.00,-71.20,1.45,1,LQR平衡
24.88,181.45,0.00,326.32,-298.80,0.00,-55.77,1.45,1,LQR平衡
24.90,181.45,4.80,319.66,-300.60,0.00,-79.37,1.45,1,LQR平衡
24.92,181.45,0.00,313.07,-420.60,0.00,-23.45,1.45,1,LQR平衡
24.94,181.45,0.00,305.33,-325.20,0.00,-48.62,1.45,1,LQR平衡
24.96,181.45,0.00,300.23,-249.00,0.00,-68.72,1.45,1,LQR平衡
24.98,181.45,0.00,294.37,-321.60,0.00,-49.48,1.45,1,LQR平衡
25.00,181.43,0.00,287.38,-385.80,0.00,-30.44,1.43,1,LQR平衡
25.02,181.43,0.00,281.07,-273.60,0.00,-60.06,1.43,1,LQR平衡
25.04,181.43,-4.80,276.75,-228.60,0.00,-47.79,1.43,1,LQR平衡
25.06,181.43,0.00,270.02,-358.20,0.00,-37.59,1.43,1,LQR平衡
25.08,181.43,4.80,264.18,-268.20,0.00,-85.47,1.43,1,LQR平衡
25.10,181.43,0.00,259.67,-348.00,0.00,-40.20,1.43,1,LQR平衡
25.12,181.43,0.00,251.08,-351.00,0.00,-39.34,1.43,1,LQR平衡
25.14,181.41,0.00,245.68,-200.40,0.00,-77.11,1.41,1,LQR平衡
25.16,181.41,0.00,239.61,-451.80,0.00,-10.59,1.41,1,LQR平衡
25.18,181.41,0.00,232.56,-207.00,0.00,-75.26,1.41,1,LQR平衡
25.20,181.41,0.00,229.13,-247.80,0.00,-64.44,1.41,1,LQR平衡
25.22,181.41,0.00,221.26,-453.00,0.00,-10.12,1.41,1,LQR平衡
25.24,181.41,0.00,215.24,-187.20,0.00,-80.35,1.41,1,LQR平衡
25.26,181.41,0.00,211.38,-315.60,0.00,-46.37,1.41,1,LQR平衡
25.28,181.41,0.00,203.29,-341.40,0.00,-39.48,1.41,1,LQR平衡
25.30,181.41,0.00,198.61,-228.60,0.00,-69.26,1.41,1,LQR平衡
25.32,181.38,0.00,192.77,-402.00,0.00,-21.36,1.38,1,LQR平衡
25.34,181.38,-5.40,185.95,-181.20,0.00,-52.55,1.38,1,LQR平衡
25.36,181.38,0.00,182.64,-231.60,0.00,-66.33,1.38,1,LQR平衡
25.38,181.38,0.00,176.15,-391.20,0.00,-24.08,1.38,1,LQR平衡
25.40,181.38,0.00,169.63,-189.60,0.00,-77.33,1.38,1,LQR平衡
25.42,181.38,0.00,165.28,-312.00,0.00,-44.93,1.38,1,LQR平衡
25.44,181.38,0.00,157.63,-379.20,0.00,-27.10,1.38,1,LQR平衡
25.46,181.38,0.00,152.56,-192.60,0.00,-76.39,1.38,1,LQR平衡
25.48,181.38,0.00,147.59,-344.40,0.00,-36.21,1.38,1,LQR平衡
25.50,181.41,0.00,140.38,-318.60,0.00,-44.98,1.41,1,LQR平衡
25.52,181.41,0.00,135.51,-247.20,0.00,-63.82,1.41,1,LQR平衡
25.54,181.41,0.00,129.64,-301.20,0.00,-49.49,1.41,1,LQR平衡
25.56,181.41,0.00,122.78,-320.40,0.00,-44.35,1.41,1,LQR平衡
25.58,181.41,0.00,116.56,-310.80,0.00,-46.84,1.41,1,LQR平衡
25.60,181.41,0.00,111.12,-289.80,0.00,-52.35,1.41,1,LQR平衡
25.62,181.41,0.00,104.92,-292.20,0.00,-51.66,1.41,1,LQR平衡
25.64,181.43,0.00,99.05,-264.00,0.00,-61.07,1.43,1,LQR平衡
25.66,181.43,4.80,93.03,-397.20,0.00,-49.93,1.43,1,LQR平衡
25.68,181.45,0.00,85.80,-338.40,0.00,-43.29,1.45,1,LQR平衡
25.70,181.45,0.00,80.31,-251.40,0.00,-66.24,1.45,1,LQR平衡
25.72,181.45,0.00,73.26,-362.40,0.00,-36.83,1.45,1,LQR平衡
25.74,181.47,0.00,67.19,-220.80,0.00,-76.23,1.47,1,LQR平衡
25.76,181.47,0.00,62.03,-387.60,0.00,-32.08,1.47,1,LQR平衡
25.78,181.47,0.00,53.92,-268.80,0.00,-63.42,1.47,1,LQR平衡
25.80,181.47,0.00,49.24,-249.00,0.00,-68.62,1.47,1,LQR平衡
25.82,181.47,0.00,41.51,-453.60,0.00,-14.45,1.47,1,LQR平衡
25.84,181.47,4.80,35.13,-211.20,0.00,-102.62,1.47,1,LQR平衡
25.86,181.47,0.00,30.39,-394.20,0.00,-30.07,1.47,1,LQR平衡
25.88,181.49,0.00,21.47,-274.80,0.00,-63.57,1.49,1,LQR平衡
25.90,181.47,0.00,15.95,-315.60,0.00,-50.73,1.47,1,LQR平衡
25.92,181.49,0.00,8.04,-357.60,0.00,-41.56,1.49,1,LQR平衡
25.94,181.49,4.80,3.12,-256.80,0.00,-92.30,1.49,1,LQR平衡
25.96,181.49,0.00,356.29,-439.80,0.00,-22.74,1.49,1,LQR平衡
25.98,181.49,0.00,348.29,-270.00,0.00,-67.57,1.49,1,LQR平衡
26.00,181.49,0.00,342.27,-344.40,0.00,-47.85,1.49,1,LQR平衡
26.02,181.49,0.00,335.17,-275.40,0.00,-66.03,1.49,1,LQR平衡
26.04,181.49,4.80,329.39,-389.40,0.00,-59.97,1.49,1,LQR平衡
26.06,181.49,0.00,321.64,-397.80,0.00,-33.56,1.49,1,LQR平衡
26.08,181.49,0.00,315.29,-281.40,0.00,-64.28,1.49,1,LQR平衡
26.10,181.49,0.00,309.33,-306.00,0.00,-57.73,1.49,1,LQR平衡
26.12,181.47,0.00,302.65,-345.00,0.00,-45.36,1.47,1,LQR平衡
26.14,181.47,0.00,295.91,-319.20,0.00,-52.12,1.47,1,LQR平衡
26.16,181.47,0.00,290.17,-317.40,0.00,-52.55,1.47,1,LQR平衡
26.18,181.47,0.00,283.78,-300.00,0.00,-57.10,1.47,1,LQR平衡
26.20,181.47,0.00,277.67,-274.80,0.00,-63.71,1.47,1,LQR平衡
26.22,181.47,0.60,270.73,-397.80,0.00,-34.15,1.47,1,LQR平衡
26.24,181.47,0.00,263.69,-286.20,0.00,-60.58,1.47,1,LQR平衡
26.26,181.45,0.00,259.10,-308.40,0.00,-52.67,1.45,1,LQR平衡
26.28,181.45,0.00,251.67,-316.20,0.00,-50.55,1.45,1,LQR平衡
26.30,181.45,4.80,246.05,-240.60,0.00,-94.62,1.45,1,LQR平衡
26.32,181.45,0.00,239.02,-522.00,0.00,3.98,1.45,1,LQR平衡
26.34,181.43,0.00,230.93,-235.20,0.00,-69.79,1.43,1,LQR平衡
26.36,181.43,0.00,227.24,-270.00,0.00,-60.56,1.43,1,LQR平衡
26.38,181.43,0.00,219.51,-353.40,0.00,-38.44,1.43,1,LQR平衡
26.40,181.43,0.00,213.95,-245.40,0.00,-66.95,1.43,1,LQR平衡
26.42,181.41,-0.60,207.51,-415.80,0.00,-16.82,1.41,1,LQR平衡
26.44,181.38,-5.40,201.27,-153.60,0.00,-59.97,1.38,1,LQR平衡
26.46,181.34,0.00,197.75,-246.00,0.00,-58.65,1.34,1,LQR平衡
26.48,181.27,-4.80,190.96,-417.00,0.00,16.75,1.27,1,LQR平衡
26.50,181.23,0.00,185.89,-43.80,0.00,-102.01,1.23,1,LQR平衡
26.52,181.19,0.00,184.75,-193.80,0.00,-58.34,1.19,1,LQR平衡
26.54,181.16,0.00,177.17,-412.20,0.00,1.47,1.16,1,LQR平衡
26.56,181.14,0.00,170.88,-94.80,0.00,-80.40,1.14,1,LQR平衡
26.58,181.12,0.00,169.89,-159.00,0.00,-61.42,1.12,1,LQR平衡
26.60,181.12,0.00,163.56,-391.80,0.00,0.19,1.12,1,LQR平衡
26.62,181.12,0.00,156.16,-262.20,0.00,-34.01,1.12,1,LQR平衡
26.64,181.14,0.00,153.61,-139.20,0.00,-68.52,1.14,1,LQR平衡
26.66,181.16,0.00,148.71,-357.00,0.00,-12.89,1.16,1,LQR平衡
26.68,181.16,0.00,141.48,-300.00,0.00,-27.90,1.16,1,LQR平衡
26.70,181.19,0.00,137.59,-139.20,0.00,-72.38,1.19,1,LQR平衡
26.72,181.19,0.00,133.64,-314.40,0.00,-26.02,1.19,1,LQR平衡
26.74,181.19,0.00,127.46,-263.40,0.00,-39.46,1.19,1,LQR平衡
26.76,181.16,0.00,122.48,-229.20,0.00,-46.46,1.16,1,LQR平衡
26.78,181.16,0.00,117.91,-253.80,0.00,-39.92,1.16,1,LQR平衡
26.80,181.16,0.00,112.90,-227.40,0.00,-46.85,1.16,1,LQR平衡
26.82,181.16,4.80,107.64,-292.20,0.00,-53.80,1.16,1,LQR平衡
26.84,181.14,5.40,102.70,-253.20,0.00,-65.09,1.14,1,LQR平衡
26.86,181.16,0.00,97.49,-240.00,0.00,-43.39,1.16,1,LQR平衡
26.88,181.16,0.00,91.36,-327.60,0.00,-20.18,1.16,1,LQR平衡
26.90,181.19,0.00,87.39,-126.60,0.00,-75.29,1.19,1,LQR平衡
26.92,181.19,0.00,84.55,-217.80,0.00,-51.16,1.19,1,LQR平衡
26.94,181.21,0.00,79.76,-286.80,0.00,-34.87,1.21,1,LQR平衡
26.96,181.25,0.00,72.60,-277.80,0.00,-41.19,1.25,1,LQR平衡
26.98,181.30,0.00,67.98,-209.40,0.00,-63.24,1.30,1,LQR平衡
27.00,181.30,0.00,63.72,-273.00,0.00,-46.39,1.30,1,LQR平衡
27.02,181.30,0.00,56.38,-295.20,0.00,-40.46,1.30,1,LQR平衡
27.04,181.27,0.00,51.77,-219.60,0.00,-58.41,1.27,1,LQR平衡
27.06,181.25,0.00,46.43,-377.40,0.00,-14.64,1.25,1,LQR平衡
27.08,181.23,0.00,38.25,-267.00,0.00,-41.76,1.23,1,LQR平衡
27.10,181.23,0.00,33.90,-249.00,0.00,-46.48,1.23,1,LQR平衡
27.12,181.23,0.00,27.03,-439.20,0.00,3.87,1.23,1,LQR平衡
27.14,181.23,0.00,21.97,-75.00,0.00,-92.39,1.23,1,LQR平衡
27.16,181.23,-5.40,20.81,-175.20,0.00,-38.74,1.23,1,LQR平衡
27.18,181.21,0.00,14.06,-399.00,0.00,-4.65,1.21,1,LQR平衡
27.20,181.23,0.00,7.78,-134.40,0.00,-76.57,1.23,1,LQR平衡
27.22,181.23,0.00,6.57,-98.40,0.00,-86.08,1.23,1,LQR平衡
27.24,181.23,0.00,2.22,-349.20,0.00,-19.72,1.23,1,LQR平衡
27.26,181.23,0.00,354.29,-305.40,0.00,-34.25,1.23,1,LQR平衡
27.28,181.21,-5.40,351.21,-78.00,0.00,-65.21,1.21,1,LQR平衡
27.30,181.21,0.00,349.45,-150.00,0.00,-73.30,1.21,1,LQR平衡
27.32,181.19,-4.80,344.38,-326.40,0.00,-0.49,1.19,1,LQR平衡
27.34,181.16,-4.80,337.98,-217.20,0.00,-27.31,1.16,1,LQR平衡
27.36,181.12,0.00,334.69,-165.60,0.00,-61.05,1.12,1,LQR平衡
27.38,181.10,0.00,329.88,-333.60,0.00,-14.59,1.10,1,LQR平衡
27.40,181.14,4.80,323.42,-271.20,0.00,-59.16,1.14,1,LQR平衡
27.42,181.14,0.00,319.83,-190.80,0.00,-56.26,1.14,1,LQR平衡
27.44,181.12,0.00,315.62,-265.80,0.00,-34.40,1.12,1,LQR平衡
27.46,181.12,0.00,309.79,-238.80,0.00,-41.49,1.12,1,LQR平衡
27.48,181.12,0.00,304.85,-246.60,0.00,-39.38,1.12,1,LQR平衡
27.50,181.12,0.00,299.99,-234.00,0.00,-42.67,1.12,1,LQR平衡
27.52,181.12,0.00,294.90,-238.20,0.00,-41.52,1.12,1,LQR平衡
27.54,181.14,0.00,289.62,-294.00,0.00,-28.72,1.14,1,LQR平衡
27.56,181.14,0.00,283.78,-253.80,0.00,-39.30,1.14,1,LQR平衡
27.58,181.12,0.00,279.18,-184.80,0.00,-55.51,1.12,1,LQR平衡
27.60,181.12,0.00,275.47,-231.60,0.00,-43.10,1.12,1,LQR平衡
27.62,181.14,-4.80,269.32,-284.40,0.00,-6.96,1.14,1,LQR平衡
27.64,181.14,0.00,264.55,-197.40,0.00,-54.06,1.14,1,LQR平衡
27.66,181.12,-0.60,261.43,-196.20,0.00,-49.33,1.12,1,LQR平衡
27.68,181.12,0.00,252.99,-560.40,0.00,44.02,1.12,1,LQR平衡
27.70,181.12,0.00,245.35,-175.20,0.00,-57.76,1.12,1,LQR平衡
27.72,181.12,0.00,243.35,-177.60,0.00,-57.11,1.12,1,LQR平衡
27.74,181.12,-4.80,237.15,-336.60,0.00,9.11,1.12,1,LQR平衡
27.76,181.12,0.00,232.91,-95.40,0.00,-78.76,1.12,1,LQR平衡
27.78,181.12,0.00,231.39,-165.60,0.00,-60.19,1.12,1,LQR平衡
27.80,181.12,0.00,225.07,-435.00,0.00,11.10,1.12,1,LQR平衡
27.82,181.12,0.00,218.08,-121.20,0.00,-71.81,1.12,1,LQR平衡
27.84,181.12,0.00,216.28,-165.00,0.00,-60.22,1.12,1,LQR平衡
27.86,181.14,0.00,210.30,-379.80,0.00,-5.37,1.14,1,LQR平衡
27.88,181.14,0.00,202.79,-183.60,0.00,-57.19,1.14,1,LQR平衡
27.90,181.14,5.40,200.70,-147.00,0.00,-93.99,1.14,1,LQR平衡
27.92,181.14,0.00,194.63,-444.00,0.00,11.73,1.14,1,LQR平衡
27.94,181.16,0.00,185.84,-181.20,0.00,-59.68,1.16,1,LQR平衡
27.96,181.16,-4.80,183.89,-170.40,0.00,-38.39,1.16,1,LQR平衡
27.98,181.16,0.00,177.98,-325.20,0.00,-21.54,1.16,1,LQR平衡
28.00,181.14,-4.80,172.09,-184.20,0.00,-32.64,1.14,1,LQR平衡
28.02,181.14,0.00,170.00,-97.80,0.00,-79.60,1.14,1,LQR平衡
28.04,181.14,0.00,166.31,-348.00,0.00,-13.41,1.14,1,LQR平衡
28.06,181.12,0.00,158.36,-345.00,0.00,-12.14,1.12,1,LQR平衡
28.08,181.12,0.00,154.80,-65.40,0.00,-86.04,1.12,1,LQR平衡
28.10,181.12,0.00,152.80,-232.80,0.00,-41.76,1.12,1,LQR平衡
28.12,181.12,4.80,145.35,-397.80,0.00,-22.20,1.12,1,LQR平衡
28.14,181.14,0.00,139.11,-214.80,0.00,-48.40,1.14,1,LQR平衡
28.16,181.14,-4.80,135.62,-234.00,0.00,-19.17,1.14,1,LQR平衡
28.18,181.16,0.00,130.54,-207.60,0.00,-52.24,1.16,1,LQR平衡
28.20,181.14,0.00,126.74,-241.80,0.00,-41.16,1.14,1,LQR平衡
28.22,181.14,0.00,121.49,-223.20,0.00,-46.04,1.14,1,LQR平衡
28.24,181.16,0.00,116.32,-289.80,0.00,-30.38,1.16,1,LQR平衡
28.26,181.16,0.00,111.49,-224.40,0.00,-47.64,1.16,1,LQR平衡
28.28,181.19,-4.80,106.41,-265.20,0.00,-14.68,1.19,1,LQR平衡
28.30,181.19,0.00,101.89,-174.00,0.00,-62.88,1.19,1,LQR平衡
28.32,181.21,0.00,98.61,-182.40,0.00,-62.63,1.21,1,LQR平衡
28.34,181.23,0.00,93.01,-388.20,0.00,-10.17,1.23,1,LQR平衡
28.36,181.23,0.00,85.87,-211.20,0.00,-56.91,1.23,1,LQR平衡
28.38,181.23,0.00,82.71,-169.20,0.00,-67.99,1.23,1,LQR平衡
28.40,181.23,0.00,77.45,-414.60,0.00,-3.06,1.23,1,LQR平衡
28.42,181.23,0.00,70.09,-207.60,0.00,-57.73,1.23,1,LQR平衡
28.44,181.23,0.00,67.41,-165.60,0.00,-68.82,1.23,1,LQR平衡
28.46,181.23,0.00,62.29,-371.40,0.00,-14.36,1.23,1,LQR平衡
28.48,181.25,0.00,54.40,-202.80,0.00,-60.87,1.25,1,LQR平衡
28.50,181.25,0.00,51.42,-199.20,0.00,-61.80,1.25,1,LQR平衡
28.52,181.25,0.00,45.55,-403.20,0.00,-7.81,1.25,1,LQR平衡
28.54,181.25,0.00,38.17,-170.40,0.00,-69.30,1.25,1,LQR平衡
28.56,181.25,0.00,36.36,-166.20,0.00,-70.40,1.25,1,LQR平衡
28.58,181.25,0.00,29.88,-412.20,0.00,-5.30,1.25,1,LQR平衡
28.60,181.25,0.00,21.88,-183.00,0.00,-65.83,1.25,1,LQR平衡
28.62,181.27,0.00,19.82,-172.80,0.00,-70.51,1.27,1,LQR平衡
28.64,181.25,-4.80,12.94,-456.00,0.00,30.55,1.25,1,LQR平衡
28.66,181.27,0.00,6.02,-81.00,0.00,-94.67,1.27,1,LQR平衡
28.68,181.27,0.00,5.47,-103.80,0.00,-88.64,1.27,1,LQR平衡
28.70,181.27,0.00,358.33,-517.80,0.00,17.87,1.27,1,LQR平衡
28.72,181.27,0.00,349.32,-184.20,0.00,-70.26,1.27,1,LQR平衡
28.74,181.27,0.00,346.73,-241.20,0.00,-55.17,1.27,1,LQR平衡
28.76,181.25,0.00,339.65,-374.40,0.00,-17.89,1.25,1,LQR平衡
28.78,181.25,0.00,334.05,-149.40,0.00,-77.33,1.25,1,LQR平衡
28.80,181.25,0.00,330.49,-328.20,0.00,-30.03,1.25,1,LQR平衡
28.82,181.25,0.00,322.76,-346.20,0.00,-25.20,1.25,1,LQR平衡
28.84,181.25,0.00,318.21,-149.40,0.00,-77.20,1.25,1,LQR平衡
28.86,181.25,0.00,314.45,-315.00,0.00,-33.38,1.25,1,LQR平衡
28.88,181.25,-4.80,307.18,-305.40,0.00,-11.73,1.25,1,LQR平衡
28.90,181.25,0.00,302.41,-161.40,0.00,-73.90,1.25,1,LQR平衡
28.92,181.25,-4.80,299.31,-257.40,0.00,-24.36,1.25,1,LQR平衡
28.94,181.25,0.00,292.92,-225.60,0.00,-56.84,1.25,1,LQR平衡
28.96,181.25,5.40,288.17,-316.80,0.00,-59.83,1.25,1,LQR平衡
28.98,181.25,0.00,282.06,-307.20,0.00,-35.17,1.25,1,LQR平衡
29.00,181.25,-4.80,276.15,-240.60,0.00,-28.61,1.25,1,LQR平衡
29.02,181.25,0.00,270.40,-291.00,0.00,-39.36,1.25,1,LQR平衡
29.04,181.25,0.00,266.51,-175.80,0.00,-69.79,1.25,1,LQR平衡
29.06,181.23,0.00,262.13,-243.00,0.00,-49.98,1.23,1,LQR平衡
29.08,181.23,0.00,255.08,-478.20,0.00,12.27,1.23,1,LQR平衡
29.10,181.23,0.00,249.26,-118.20,0.00,-82.87,1.23,1,LQR平衡
29.12,181.23,0.00,247.65,-171.00,0.00,-68.90,1.23,1,LQR平衡
29.14,181.23,10.20,241.17,-457.20,0.00,-44.44,1.23,1,LQR平衡
29.16,181.23,0.00,232.56,-301.80,0.00,-34.19,1.23,1,LQR平衡
