时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
0.00,0.00,0.00,359.98,0.00,-88.95,-6.95,180.00
0.02,358.86,-114.60,0.00,5.40,-59.64,-1.38,178.86
0.04,355.14,-232.80,359.98,4.80,-28.15,-8.17,175.14
0.06,349.17,-293.40,359.96,0.00,-9.99,-6.95,169.17
0.08,345.45,-141.00,359.96,0.00,-46.39,-6.95,165.45
0.10,342.91,-136.20,359.93,0.00,-46.34,-6.95,162.91
0.12,339.24,-196.80,359.93,0.00,-29.32,-6.95,159.24
0.14,333.48,-331.80,359.91,0.00,7.39,-6.95,153.48
0.16,329.85,-88.80,359.89,0.00,-51.78,-6.95,149.85
0.18,328.95,-117.60,359.87,0.00,-44.11,-6.95,148.95
0.20,325.22,-208.80,359.85,0.00,-19.38,-6.95,145.22
0.22,320.76,-246.00,359.82,0.00,-7.84,-6.95,140.76
0.24,315.94,-145.80,359.78,0.00,-30.60,-6.94,135.94
0.26,314.67,-56.40,359.76,0.00,-52.40,-6.94,134.67
0.28,312.52,-171.00,359.71,0.00,-22.59,-6.94,132.52
0.30,308.54,-178.20,359.65,-4.80,-18.82,-5.72,128.54
0.32,304.30,-247.20,359.60,0.00,0.59,-6.94,124.30
0.34,299.97,-123.00,359.52,-5.40,-28.43,-5.56,119.97
0.36,299.40,-22.20,359.32,-37.80,-53.44,2.69,119.40
0.38,297.82,-140.40,356.64,-75.60,-23.00,12.37,117.82
0.40,294.26,-193.80,356.42,0.00,-7.84,-6.88,114.26
0.42,290.63,-176.40,356.40,0.00,-10.42,-6.88,110.63
0.44,286.94,-195.60,356.40,0.00,-3.78,-6.88,106.94
0.46,284.33,-36.00,356.35,-5.40,-42.53,-5.50,104.33
0.48,283.93,-57.00,356.29,0.00,-37.06,-6.88,103.93
0.50,282.06,-115.80,356.22,-4.80,-21.39,-5.65,102.06
0.52,279.76,-123.60,356.09,-4.80,-18.29,-5.65,99.76
0.54,276.39,-193.20,355.96,-5.40,0.83,-5.50,96.39
0.56,272.68,-160.20,355.78,-11.40,-5.61,-3.96,92.68
0.58,269.71,-123.00,354.77,-120.60,-13.48,23.86,89.71
0.60,268.70,-16.80,352.95,-18.60,-39.62,-2.08,88.70
0.62,268.07,-70.80,352.95,0.00,-25.76,-6.81,88.07
0.64,266.29,-66.60,352.92,0.00,-25.93,-6.81,86.29
0.66,264.79,-87.60,352.88,-5.40,-19.93,-5.44,84.79
0.68,261.85,-184.80,352.86,0.00,5.91,-6.81,81.85
0.70,258.00,-146.40,352.81,0.00,-1.82,-6.81,78.00
0.72,255.76,-110.40,352.73,-5.40,-9.74,-5.43,75.76
0.74,253.98,-63.60,352.66,-10.80,-20.61,-4.06,73.98
0.76,253.23,-34.80,352.55,0.00,-27.46,-6.81,73.23
0.78,252.33,-53.40,352.40,-27.60,-22.35,0.23,72.33
0.80,251.15,-54.00,350.42,-175.80,-21.61,38.01,71.15
0.82,249.98,-69.60,348.24,-34.80,-17.12,2.14,69.98
0.84,248.23,-111.60,348.27,0.00,-5.72,-6.72,68.23
0.86,245.02,-175.20,348.24,-5.40,11.82,-5.35,65.02
0.88,242.67,-66.60,348.24,0.00,-14.26,-6.72,62.67
0.90,241.94,-45.60,348.20,0.00,-19.17,-6.72,61.94
0.92,240.34,-110.40,348.16,-0.60,-2.12,-6.57,60.34
0.94,238.14,-77.40,348.11,-5.40,-9.31,-5.34,58.14
0.96,237.55,-16.20,348.00,-4.80,-24.37,-5.50,57.55
0.98,237.11,-46.80,347.72,-29.40,-16.48,0.78,57.11
1.00,235.74,-54.00,345.43,-115.80,-14.00,22.82,55.74
1.02,234.91,-34.80,344.64,16.20,-18.41,-10.78,54.91
1.04,233.96,-78.60,344.62,-5.40,-6.95,-5.28,53.96
1.06,232.29,-88.80,344.62,0.00,-3.57,-6.65,52.29
1.08,230.03,-117.00,344.58,-4.80,4.63,-5.43,50.03
1.10,228.36,-36.60,344.55,0.00,-14.72,-6.65,48.36
1.12,227.81,-34.80,344.51,0.00,-14.90,-6.65,47.81
1.14,226.49,-88.80,344.47,0.00,-0.70,-6.65,46.49
1.16,224.91,-61.20,344.40,-4.80,-6.84,-5.43,44.91
1.18,224.03,-46.20,344.31,-6.00,-10.17,-5.12,44.03
1.20,223.15,-52.20,344.27,-0.60,-8.23,-6.49,43.15
1.22,222.08,-42.00,344.18,0.00,-10.26,-6.64,42.08
1.24,221.37,-40.20,344.09,0.00,-10.36,-6.64,41.37
1.26,220.83,-34.80,343.85,-23.40,-11.44,-0.68,40.83
1.28,220.14,-42.60,341.96,-48.00,-9.15,5.62,40.14
1.30,219.44,-24.00,341.92,0.00,-13.47,-6.60,39.44
1.32,219.00,-23.40,341.92,0.00,-13.40,-6.60,39.00
1.34,217.97,-70.80,341.89,0.00,-1.00,-6.60,37.97
1.36,216.56,-60.00,341.87,0.00,-3.02,-6.60,36.56
1.38,215.42,-49.20,341.83,0.00,-5.16,-6.60,35.42
1.40,214.17,-69.00,341.78,-10.20,0.43,-4.00,34.17
1.42,213.20,-30.00,341.74,0.00,-8.88,-6.60,33.20
1.44,212.65,-39.60,341.70,-5.40,-6.20,-5.22,32.65
1.46,211.82,-58.20,341.65,0.00,-1.12,-6.60,31.82
1.48,211.00,-29.40,341.59,-10.20,-7.95,-4.00,31.00
1.50,210.70,-6.60,341.48,-10.80,-13.51,-3.84,30.70
1.52,210.21,-29.40,341.30,-12.60,-7.55,-3.38,30.21
1.54,209.05,-58.80,340.11,-99.00,0.40,18.65,29.05
1.56,208.19,-34.20,338.80,-0.60,-5.35,-6.39,28.19
1.58,207.84,-12.60,338.80,0.00,-10.60,-6.54,27.84
1.60,207.42,-23.40,338.75,-4.80,-7.68,-5.32,27.42
1.62,206.21,-67.20,338.73,0.00,3.90,-6.54,26.21
1.64,205.36,-1.20,338.64,0.00,-12.23,-6.54,25.36
1.66,205.27,-16.80,338.47,-17.40,-8.27,-2.10,25.27
1.68,204.70,-35.40,337.52,-94.20,-3.32,17.47,24.70
1.70,203.64,-36.60,335.85,-53.40,-2.50,7.12,23.64
1.72,203.38,0.00,335.65,0.00,-11.55,-6.48,23.38
1.74,203.20,-11.40,335.65,0.00,-8.61,-6.48,23.20
1.76,202.92,-6.60,335.61,0.00,-9.67,-6.48,22.92
1.78,202.32,-51.00,335.57,0.00,1.76,-6.48,22.32
1.80,200.92,-39.60,335.50,0.00,-0.40,-6.48,20.92
1.82,200.72,0.00,335.39,-11.40,-10.24,-3.57,20.72
1.84,200.57,-16.80,335.10,-34.20,-5.95,2.24,20.57
1.86,200.26,-12.00,333.48,-86.40,-7.00,15.57,20.26
1.88,199.64,-69.00,332.67,-10.80,7.60,-3.67,19.64
1.90,198.33,-46.80,332.67,0.00,2.69,-6.42,18.33
1.92,198.08,0.00,332.64,0.00,-8.94,-6.42,18.08
1.94,197.97,-6.00,332.53,0.00,-7.38,-6.42,17.97
1.96,197.62,-22.80,332.34,-22.20,-2.99,-0.76,17.62
1.98,196.72,-69.00,332.12,-11.40,9.05,-3.51,16.72
2.00,195.84,-17.40,331.90,-17.40,-3.46,-1.98,15.84
2.02,195.84,0.00,331.02,-73.20,-7.83,12.25,15.84
2.04,195.78,0.00,329.68,-30.60,-7.80,1.43,15.78
2.06,195.56,-10.80,329.55,0.00,-4.98,-6.36,15.56
2.08,195.49,-4.80,329.55,0.00,-6.45,-6.36,15.49
2.10,195.36,-0.60,329.50,0.00,-7.44,-6.36,15.36
2.12,195.14,-10.80,329.44,-0.60,-4.77,-6.21,15.14
2.14,194.17,-103.20,329.37,0.00,18.89,-6.36,14.17
2.16,193.45,6.60,329.22,-16.20,-8.30,-2.23,13.45
2.18,193.47,0.00,328.62,-67.20,-6.66,10.77,13.47
2.20,193.45,0.00,327.70,0.60,-6.65,-6.48,13.45
2.22,193.38,0.00,327.68,-10.80,-6.61,-3.57,13.38
2.24,193.25,-15.60,327.68,0.00,-2.63,-6.33,13.25
2.26,193.14,0.00,327.66,0.00,-6.49,-6.32,13.14
2.28,193.10,-4.80,327.63,0.00,-5.27,-6.32,13.10
2.30,192.99,-10.20,327.61,0.00,-3.86,-6.32,12.99
2.32,192.85,-5.40,327.59,0.00,-5.00,-6.32,12.85
2.34,192.70,-16.80,327.57,0.00,-2.06,-6.32,12.70
2.36,191.58,-111.60,327.52,0.00,22.28,-6.32,11.58
2.38,190.28,-2.40,327.50,0.00,-4.48,-6.32,10.28
2.40,190.31,0.00,327.46,-4.80,-5.09,-5.10,10.31
2.42,190.28,-5.40,327.37,-5.40,-3.73,-4.94,10.28
2.44,190.22,-10.80,327.19,-17.40,-2.34,-1.88,10.22
2.46,190.11,-5.40,325.42,-75.60,-3.64,12.97,10.11
2.48,190.02,-4.80,325.24,0.00,-3.75,-6.28,10.02
2.50,189.95,-5.40,325.24,0.00,-3.56,-6.28,9.95
2.52,189.93,-5.40,325.22,0.00,-3.55,-6.28,9.93
2.54,189.87,0.00,325.20,-5.40,-4.88,-4.90,9.87
2.56,189.82,0.00,325.15,0.00,-4.85,-6.28,9.82
2.58,189.73,-5.40,325.11,-5.40,-3.46,-4.90,9.73
2.60,189.69,0.00,325.06,-10.20,-4.79,-3.68,9.69
2.62,189.65,0.00,325.02,0.00,-4.77,-6.27,9.65
2.64,189.58,0.00,324.95,-0.60,-4.73,-6.12,9.58
2.66,189.40,-16.20,324.84,-16.20,-0.58,-2.14,9.40
2.68,187.32,-125.40,324.62,-12.00,27.84,-3.21,7.32
2.70,186.17,10.20,323.28,-105.00,-5.61,20.50,6.17
2.72,186.22,0.00,321.53,-59.40,-3.07,8.92,6.22
2.74,186.22,0.00,321.22,0.00,-3.07,-6.20,6.22
2.76,186.20,0.00,321.20,0.00,-3.06,-6.20,6.20
2.78,186.20,0.00,321.15,0.00,-3.06,-6.20,6.20
2.80,186.17,0.00,321.06,-10.20,-3.05,-3.60,6.17
2.82,186.15,0.00,321.00,-5.40,-3.04,-4.82,6.15
2.84,186.13,-5.40,320.93,0.00,-1.67,-6.20,6.13
2.86,186.11,4.80,320.84,-5.40,-4.22,-4.82,6.11
2.88,186.04,0.00,320.62,-17.40,-2.99,-1.76,6.04
2.90,185.95,0.00,318.89,-135.00,-2.94,28.22,5.95
2.92,185.91,0.00,317.37,-0.60,-2.92,-5.97,5.91
2.94,185.89,0.00,317.40,0.00,-2.91,-6.13,5.89
2.96,185.87,0.00,317.40,0.00,-2.90,-6.13,5.87
2.98,185.84,0.00,317.35,0.00,-2.89,-6.13,5.84
3.00,185.84,0.00,317.31,0.00,-2.89,-6.13,5.84
3.02,185.82,0.00,317.26,0.00,-2.88,-6.12,5.82
3.04,185.80,0.00,317.18,-10.80,-2.87,-3.37,5.80
3.06,185.78,0.00,317.09,0.00,-2.86,-6.12,5.78
3.08,185.76,0.00,316.91,-21.60,-2.84,-0.62,5.76
3.10,185.73,0.00,315.88,-121.20,-2.83,24.77,5.73
3.12,185.73,-5.40,314.38,-11.40,-1.48,-3.17,5.73
3.14,185.71,0.00,314.38,0.00,-2.82,-6.07,5.71
3.16,185.71,0.00,314.36,-5.40,-2.82,-4.69,5.71
3.18,185.67,0.00,314.32,0.00,-2.80,-6.07,5.67
3.20,185.67,0.00,314.27,0.00,-2.80,-6.07,5.67
3.22,185.65,0.00,314.21,-0.60,-2.79,-5.91,5.65
3.24,185.62,0.00,313.99,-16.80,-2.78,-1.78,5.62
3.26,185.60,0.00,313.09,-87.00,-2.77,16.11,5.60
3.28,185.60,0.00,312.41,0.00,-2.77,-6.03,5.60
3.30,185.58,0.00,312.39,0.00,-2.76,-6.03,5.58
3.32,185.56,0.00,312.39,0.00,-2.75,-6.03,5.56
3.34,185.56,-4.80,312.36,0.00,-1.54,-6.03,5.56
3.36,185.54,-4.80,312.32,0.00,-1.53,-6.03,5.54
3.38,185.54,0.00,312.30,0.00,-2.74,-6.03,5.54
3.40,185.52,0.00,312.28,0.00,-2.73,-6.03,5.52
3.42,185.52,0.00,312.23,0.00,-2.73,-6.03,5.52
3.44,185.49,4.80,312.19,-5.40,-3.92,-4.65,5.49
3.46,185.47,0.00,312.12,-10.20,-2.70,-3.43,5.47
3.48,185.45,0.00,312.06,0.00,-2.69,-6.02,5.45
3.50,185.43,5.40,311.88,-16.20,-4.04,-1.89,5.43
3.52,185.41,0.00,310.39,-120.00,-2.67,24.57,5.41
3.54,185.34,0.00,310.08,0.00,-2.64,-5.99,5.34
3.56,185.23,-16.20,310.08,0.00,1.48,-5.99,5.23
3.58,182.24,-169.80,310.08,0.00,41.49,-5.99,2.24
3.60,179.89,-7.80,310.06,0.00,2.01,-5.99,0.11
3.62,180.02,-5.40,310.06,0.00,1.34,-5.99,0.02
3.64,180.02,0.00,310.03,-10.20,-0.01,-3.39,0.02
3.66,180.02,0.00,310.01,0.00,-0.01,-5.98,0.02
3.68,180.02,-4.80,310.01,0.00,1.19,-5.98,0.02
3.70,180.02,0.00,309.99,0.00,-0.01,-5.98,0.02
3.72,180.02,-4.80,309.97,0.00,1.19,-5.98,0.02
3.74,180.04,0.00,309.95,0.00,-0.02,-5.98,0.04
3.76,180.02,0.00,309.90,0.00,-0.01,-5.98,0.02
3.78,180.02,0.00,309.88,0.00,-0.01,-5.98,0.02
3.80,180.02,0.00,309.84,0.00,-0.01,-5.98,0.02
3.82,180.04,0.00,309.79,0.00,-0.02,-5.98,0.04
3.84,180.04,0.00,309.73,-0.60,-0.02,-5.83,0.04
3.86,180.04,0.00,309.64,-5.40,-0.02,-4.60,0.04
3.88,180.04,0.00,309.51,-22.20,-0.02,-0.32,0.04
3.90,180.04,0.00,307.88,-180.60,-0.02,40.05,0.04
3.92,180.04,0.00,305.71,-31.20,-0.02,2.04,0.04
3.94,180.02,0.00,305.66,10.80,-0.01,-8.65,0.02
3.96,180.04,0.00,305.62,0.00,-0.02,-5.90,0.04
3.98,180.04,0.00,305.57,0.00,-0.02,-5.90,0.04
4.00,180.04,0.00,305.51,-5.40,-0.02,-4.52,0.04
4.02,180.02,0.00,305.49,0.00,-0.01,-5.90,0.02
4.04,180.04,0.00,305.44,0.00,-0.02,-5.90,0.04
4.06,180.04,0.00,305.35,-1.20,-0.02,-5.59,0.04
4.08,180.04,0.00,305.18,-18.60,-0.02,-1.15,0.04
4.10,180.02,0.00,303.35,-127.20,-0.01,26.54,0.02
4.12,180.04,0.00,302.04,9.60,-0.02,-8.28,0.04
4.14,180.04,0.00,302.06,0.00,-0.02,-5.83,0.04
4.16,180.04,0.00,302.06,0.00,-0.02,-5.83,0.04
4.18,180.02,0.00,302.01,-4.80,-0.01,-4.61,0.02
4.20,180.04,0.00,301.97,0.00,-0.02,-5.83,0.04
4.22,180.02,0.00,301.95,0.00,-0.01,-5.83,0.02
4.24,180.04,0.00,301.90,0.00,-0.02,-5.83,0.04
4.26,180.04,0.00,301.86,0.00,-0.02,-5.83,0.04
4.28,180.04,0.00,301.79,-5.40,-0.02,-4.45,0.04
4.30,180.04,0.00,301.68,-4.80,-0.02,-4.60,0.04
4.32,180.04,0.00,301.53,-16.20,-0.02,-1.69,0.04
4.34,180.04,0.00,300.43,-139.80,-0.02,29.80,0.04
4.36,180.04,0.00,298.85,-12.00,-0.02,-2.71,0.04
4.38,180.04,4.80,298.87,0.00,-1.23,-5.77,0.04
4.40,180.04,0.00,298.87,0.00,-0.02,-5.77,0.04
4.42,180.04,0.00,298.85,0.00,-0.02,-5.77,0.04
4.44,180.04,4.80,298.83,0.00,-1.23,-5.77,0.04
4.46,180.04,0.00,298.78,-15.60,-0.02,-1.79,0.04
4.48,180.02,0.00,298.76,-10.80,-0.01,-3.02,0.02
4.50,180.04,0.00,298.76,-4.80,-0.02,-4.54,0.04
4.52,180.02,0.00,298.74,0.00,-0.01,-5.77,0.02
4.54,180.04,0.00,298.70,-5.40,-0.02,-4.39,0.04
4.56,180.02,0.00,298.65,-4.80,-0.01,-4.54,0.02
4.58,180.04,0.00,298.54,-0.60,-0.02,-5.61,0.04
4.60,180.04,0.00,298.30,-16.20,-0.02,-1.63,0.04
4.62,180.04,0.00,296.48,-106.20,-0.02,21.32,0.04
4.64,180.04,5.40,295.95,0.00,-1.38,-5.71,0.04
4.66,180.02,0.00,295.95,5.40,-0.01,-7.09,0.02
4.68,180.04,5.40,295.93,-5.40,-1.38,-4.34,0.04
4.70,180.02,0.00,295.93,0.00,-0.01,-5.71,0.02
4.72,180.02,0.00,295.91,0.00,-0.01,-5.71,0.02
4.74,180.02,0.00,295.88,0.00,-0.01,-5.71,0.02
4.76,180.02,0.00,295.86,0.00,-0.01,-5.71,0.02
4.78,180.04,4.80,295.86,0.00,-1.23,-5.71,0.04
4.80,180.02,0.00,295.84,0.00,-0.01,-5.71,0.02
4.82,180.02,0.00,295.82,0.00,-0.01,-5.71,0.02
4.84,180.02,0.00,295.80,-4.80,-0.01,-4.49,0.02
4.86,180.02,0.00,295.75,-5.40,-0.01,-4.33,0.02
4.88,180.02,0.00,295.73,0.00,-0.01,-5.71,0.02
4.90,180.02,0.00,295.66,-4.80,-0.01,-4.48,0.02
4.92,180.02,0.00,295.60,-4.80,-0.01,-4.48,0.02
4.94,180.02,4.80,295.42,-22.20,-1.22,-0.05,0.02
4.96,180.02,0.00,293.33,-91.80,-0.01,17.72,0.02
4.98,180.02,0.00,293.16,0.00,-0.01,-5.66,0.02
5.00,180.02,0.00,293.16,0.00,-0.01,-5.66,0.02
5.02,180.02,-4.80,293.16,0.00,1.19,-5.66,0.02
5.04,180.02,0.00,293.14,0.00,-0.01,-5.66,0.02
5.06,180.02,0.00,293.12,0.00,-0.01,-5.66,0.02
5.08,180.02,-4.80,293.09,-5.40,1.19,-4.28,0.02
5.10,180.04,4.80,293.07,0.00,-1.23,-5.66,0.04
5.12,180.04,0.00,293.05,0.00,-0.02,-5.66,0.04
5.14,180.04,0.00,293.03,0.00,-0.02,-5.66,0.04
5.16,180.04,0.00,292.98,0.00,-0.02,-5.66,0.04
5.18,180.02,-4.80,292.92,-5.40,1.19,-4.28,0.02
5.20,180.04,0.00,292.74,-12.00,-0.02,-2.59,0.04
5.22,180.04,0.00,290.98,-147.60,-0.02,31.97,0.04
5.24,180.04,0.00,288.96,-24.00,-0.02,0.53,0.04
5.26,180.04,0.00,288.92,0.00,-0.02,-5.58,0.04
5.28,180.04,4.80,288.90,0.00,-1.23,-5.58,0.04
5.30,180.04,0.00,288.85,0.00,-0.02,-5.58,0.04
5.32,180.04,5.40,288.79,0.00,-1.38,-5.57,0.04
5.34,180.02,0.00,288.70,-10.80,-0.01,-2.82,0.02
5.36,180.04,0.00,288.22,-60.00,-0.02,9.72,0.04
5.38,180.04,0.00,286.85,-18.00,-0.02,-0.95,0.04
5.40,180.02,0.00,286.83,0.00,-0.01,-5.54,0.02
5.42,180.04,0.00,286.81,0.00,-0.02,-5.54,0.04
5.44,180.04,0.00,286.79,0.00,-0.02,-5.54,0.04
5.46,180.04,0.00,286.77,-4.80,-0.02,-4.31,0.04
5.48,180.04,0.00,286.72,-0.60,-0.02,-5.38,0.04
5.50,180.04,5.40,286.70,0.00,-1.38,-5.53,0.04
5.52,180.04,0.00,286.63,-5.40,-0.02,-4.16,0.04
5.54,180.04,0.00,286.59,-5.40,-0.02,-4.16,0.04
5.56,180.04,0.00,286.50,-10.80,-0.02,-2.78,0.04
5.58,180.04,0.00,286.39,0.00,-0.02,-5.53,0.04
5.60,180.02,0.00,286.28,-6.60,-0.01,-3.85,0.02
5.62,180.04,0.00,285.51,-115.20,-0.02,23.83,0.04
5.64,180.02,0.00,283.67,-12.60,-0.01,-2.27,0.02
5.66,180.04,0.00,283.69,0.00,-0.02,-5.48,0.04
5.68,180.04,0.00,283.67,-5.40,-0.02,-4.10,0.04
5.70,180.04,0.00,283.65,0.00,-0.02,-5.48,0.04
5.72,180.04,0.00,283.62,0.00,-0.02,-5.47,0.04
5.74,180.04,0.00,283.58,-10.20,-0.02,-2.88,0.04
5.76,180.02,-4.80,283.54,0.00,1.19,-5.47,0.02
5.78,180.04,0.00,283.49,-4.80,-0.02,-4.25,0.04
5.80,180.04,0.00,283.43,-5.40,-0.02,-4.10,0.04
5.82,180.04,0.00,283.36,0.00,-0.02,-5.47,0.04
5.84,180.04,0.00,283.29,0.00,-0.02,-5.47,0.04
5.86,180.04,-4.80,283.18,-10.80,1.18,-2.72,0.04
5.88,180.04,0.00,282.90,-24.60,-0.02,0.80,0.04
5.90,180.04,0.00,280.81,-87.60,-0.02,16.89,0.04
5.92,180.04,0.00,280.37,0.00,-0.02,-5.41,0.04
5.94,180.04,0.00,280.37,0.00,-0.02,-5.41,0.04
5.96,180.04,0.00,280.35,0.00,-0.02,-5.41,0.04
5.98,180.04,0.00,280.33,0.00,-0.02,-5.41,0.04
6.00,180.04,0.00,280.31,0.00,-0.02,-5.41,0.04
6.02,180.04,5.40,280.28,0.00,-1.38,-5.41,0.04
6.04,180.04,-4.80,280.24,0.00,1.18,-5.41,0.04
6.06,180.04,-4.80,280.20,-10.80,1.18,-2.66,0.04
6.08,180.04,0.00,280.09,-0.60,-0.02,-5.25,0.04
6.10,180.04,0.00,279.58,-68.40,-0.02,12.02,0.04
6.12,180.04,0.00,278.31,4.80,-0.02,-6.59,0.04
6.14,180.04,0.00,278.31,0.00,-0.02,-5.37,0.04
6.16,180.04,0.00,278.26,0.00,-0.02,-5.37,0.04
6.18,180.04,5.40,278.24,-4.80,-1.38,-4.15,0.04
6.20,180.04,0.00,278.22,0.00,-0.02,-5.37,0.04
6.22,180.04,-4.80,278.17,0.00,1.18,-5.37,0.04
6.24,180.04,0.60,278.15,0.00,-0.17,-5.37,0.04
6.26,180.04,0.00,278.13,0.00,-0.02,-5.37,0.04
6.28,180.04,0.00,278.09,0.00,-0.02,-5.37,0.04
6.30,180.04,0.00,278.04,-10.20,-0.02,-2.77,0.04
6.32,180.04,0.00,277.98,0.00,-0.02,-5.37,0.04
6.34,180.04,0.00,277.91,0.00,-0.02,-5.36,0.04
6.36,180.04,0.00,277.80,-10.80,-0.02,-2.61,0.04
6.38,180.04,0.00,276.77,-174.60,-0.02,39.12,0.04
6.40,180.04,5.40,274.72,0.00,-1.38,-5.30,0.04
6.42,180.04,0.00,274.77,0.00,-0.02,-5.30,0.04
6.44,180.04,-4.80,274.77,0.00,1.18,-5.30,0.04
6.46,180.04,0.00,274.75,0.00,-0.02,-5.30,0.04
6.48,180.04,0.00,274.72,0.00,-0.02,-5.30,0.04
6.50,180.04,0.00,274.68,-4.80,-0.02,-4.08,0.04
6.52,180.04,0.00,274.66,5.40,-0.02,-6.68,0.04
6.54,180.04,0.00,274.59,0.00,-0.02,-5.30,0.04
6.56,180.02,-0.60,274.48,-0.60,0.14,-5.15,0.02
6.58,180.04,4.80,274.24,-28.20,-1.23,1.89,0.04
6.60,180.04,5.40,272.24,-105.00,-1.38,21.49,0.04
6.62,180.04,0.00,271.32,0.00,-0.02,-5.24,0.04
6.64,180.04,0.00,271.34,0.00,-0.02,-5.24,0.04
6.66,180.04,0.00,271.32,-4.80,-0.02,-4.01,0.04
6.68,180.04,0.00,271.27,0.00,-0.02,-5.24,0.04
6.70,180.04,0.00,271.23,-10.80,-0.02,-2.49,0.04
6.72,180.04,0.00,271.21,0.00,-0.02,-5.24,0.04
6.74,180.04,0.00,271.19,0.00,-0.02,-5.23,0.04
6.76,180.04,0.00,271.14,-6.00,-0.02,-3.71,0.04
6.78,180.04,0.00,271.10,-4.80,-0.02,-4.01,0.04
6.80,180.07,0.00,271.05,0.00,-0.03,-5.23,0.07
6.82,180.07,0.00,270.99,0.00,-0.03,-5.23,0.07
6.84,180.04,0.00,270.90,-5.40,-0.02,-3.85,0.04
6.86,180.04,-10.20,270.70,-10.80,2.54,-2.48,0.04
6.88,180.04,0.00,269.21,-129.60,-0.02,27.81,0.04
6.90,180.07,0.00,268.24,5.40,-0.03,-6.55,0.07
6.92,180.07,-0.60,268.24,-4.80,0.12,-3.96,0.07
6.94,180.07,0.00,268.22,0.00,-0.03,-5.18,0.07
6.96,180.07,0.00,268.22,0.00,-0.03,-5.18,0.07
6.98,180.07,0.00,268.20,0.00,-0.03,-5.18,0.07
7.00,180.07,0.00,268.18,0.00,-0.03,-5.18,0.07
7.02,180.07,0.00,268.15,0.00,-0.03,-5.18,0.07
7.04,180.07,0.00,268.11,0.00,-0.03,-5.18,0.07
7.06,180.07,0.00,268.09,0.00,-0.03,-5.18,0.07
7.08,180.04,0.00,268.02,0.00,-0.02,-5.17,0.04
7.10,180.04,0.00,267.96,-5.40,-0.02,-3.80,0.04
7.12,180.04,-4.80,267.87,0.00,1.18,-5.17,0.04
7.14,180.00,-5.40,267.80,-4.80,1.35,-3.95,0.00
7.16,179.91,0.00,267.71,-6.00,0.04,-3.64,0.09
7.18,179.91,-5.40,267.32,-52.20,1.40,8.13,0.09
7.20,179.87,-4.80,264.95,-66.60,1.27,11.85,0.13
7.22,179.87,0.00,264.48,0.00,0.07,-5.11,0.13
7.24,179.89,0.00,264.48,4.80,0.05,-6.33,0.11
7.26,179.93,0.00,264.44,0.00,0.03,-5.10,0.07
7.28,179.98,4.80,264.42,0.00,-1.19,-5.10,0.02
7.30,180.00,0.00,264.38,0.00,-0.00,-5.10,0.00
7.32,179.98,0.00,264.35,0.00,0.01,-5.10,0.02
7.34,179.96,0.00,264.31,0.00,0.02,-5.10,0.04
7.36,179.96,0.00,264.27,0.00,0.02,-5.10,0.04
7.38,179.96,0.00,264.20,-0.60,0.02,-4.95,0.04
7.40,179.96,0.00,264.11,-4.80,0.02,-3.88,0.04
7.42,179.96,0.00,263.98,-1.20,0.02,-4.79,0.04
7.44,179.93,4.80,262.49,-175.80,-1.17,39.70,0.07
7.46,179.96,0.00,261.12,11.40,0.02,-7.94,0.04
7.48,179.93,0.00,261.17,0.00,0.03,-5.04,0.07
7.50,179.91,0.00,261.17,0.00,0.04,-5.04,0.09
7.52,179.89,0.00,261.15,0.00,0.05,-5.04,0.11
7.54,179.89,0.00,261.10,4.80,0.05,-6.26,0.11
7.56,179.91,0.00,261.08,0.00,0.04,-5.04,0.09
7.58,179.96,0.00,261.06,-4.80,0.02,-3.82,0.04
7.60,180.02,0.00,261.04,0.00,-0.01,-5.04,0.02
7.62,180.09,1.20,261.01,0.00,-0.34,-5.04,0.09
7.64,180.13,5.40,260.99,-10.80,-1.42,-2.29,0.13
7.66,180.22,10.80,260.95,0.00,-2.82,-5.04,0.22
7.68,180.24,0.00,260.93,0.00,-0.12,-5.04,0.24
7.70,180.29,0.00,260.86,-1.20,-0.14,-4.73,0.29
7.72,180.29,0.00,260.75,-0.60,-0.14,-4.88,0.29
7.74,180.33,5.40,260.53,-16.20,-1.52,-0.90,0.33
7.76,180.35,0.00,258.42,-111.00,-0.17,23.28,0.35
7.78,180.35,0.00,257.34,-0.60,-0.17,-4.81,0.35
7.80,180.33,0.00,257.34,0.00,-0.16,-4.97,0.33
7.82,180.33,0.00,257.34,0.00,-0.16,-4.97,0.33
7.84,180.33,0.00,257.32,0.00,-0.16,-4.97,0.33
7.86,180.35,0.00,257.30,0.00,-0.17,-4.97,0.35
7.88,180.33,0.00,257.28,0.00,-0.16,-4.97,0.33
7.90,180.35,0.00,257.26,-10.20,-0.17,-2.37,0.35
7.92,180.35,0.00,257.23,0.00,-0.17,-4.97,0.35
7.94,180.37,0.00,257.21,0.00,-0.18,-4.97,0.37
7.96,180.42,0.60,257.17,0.00,-0.36,-4.96,0.42
7.98,180.44,0.00,257.17,0.00,-0.22,-4.96,0.44
8.00,180.46,0.00,257.10,0.00,-0.23,-4.96,0.46
8.02,180.46,0.00,256.93,-17.40,-0.23,-0.53,0.46
8.04,180.46,0.00,254.95,-106.20,-0.23,22.12,0.46
