时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
53.839,326.338,-99.000,311.638,-82.200,220.000,220.000,146.338,-0.001,文献能量启摆,0
53.859,325.657,87.600,310.562,89.400,-220.000,-220.000,145.657,-0.001,文献能量启摆,0
53.879,326.228,-105.600,311.331,-114.000,220.000,220.000,146.228,-0.001,文献能量启摆,0
53.900,325.547,88.800,310.320,88.800,-220.000,-220.000,145.547,-0.001,文献能量启摆,0
53.920,326.206,-105.600,311.396,-85.800,220.000,220.000,146.206,-0.001,文献能量启摆,0
53.939,325.481,94.800,310.540,97.800,-220.000,-220.000,145.481,-0.001,文献能量启摆,0
53.959,325.986,-99.600,311.660,-87.600,220.000,220.000,145.986,-0.001,文献能量启摆,0
53.979,325.349,94.200,310.957,112.200,-220.000,-220.000,145.349,-0.001,文献能量启摆,0
53.999,325.964,-101.400,311.946,-82.800,220.000,220.000,145.964,-0.001,文献能量启摆,0
54.019,325.481,94.200,311.089,94.200,-220.000,-220.000,145.481,-0.001,文献能量启摆,0
54.039,326.008,-98.400,312.100,-76.800,220.000,220.000,146.008,-0.001,文献能量启摆,0
54.059,325.437,105.000,311.177,94.200,-220.000,-220.000,145.437,-0.001,文献能量启摆,0
54.079,326.030,-95.400,311.946,-81.600,220.000,220.000,146.030,-0.001,文献能量启摆,0
54.100,325.635,88.800,311.067,100.200,-220.000,-220.000,145.635,-0.001,文献能量启摆,0
54.120,326.338,-91.200,312.166,-83.400,220.000,220.000,146.338,-0.001,文献能量启摆,0
54.140,325.723,94.800,311.155,93.000,-220.000,-220.000,145.723,-0.001,文献能量启摆,0
54.159,326.250,-86.400,312.034,-81.000,220.000,220.000,146.250,-0.001,文献能量启摆,0
54.180,325.723,88.800,311.089,89.400,-220.000,-220.000,145.723,-0.001,文献能量启摆,0
54.200,326.250,-85.800,312.012,-78.600,220.000,220.000,146.250,-0.001,文献能量启摆,0
54.220,325.701,88.200,311.067,88.800,-220.000,-220.000,145.701,-0.001,文献能量启摆,0
54.240,326.272,-86.400,312.034,-80.400,220.000,220.000,146.272,-0.001,文献能量启摆,0
54.260,325.920,88.200,311.067,93.600,-220.000,-220.000,145.920,-0.001,文献能量启摆,0
54.280,326.338,-83.400,311.814,-82.200,220.000,220.000,146.338,-0.001,文献能量启摆,0
54.299,325.920,82.800,310.935,83.400,-220.000,-220.000,145.920,-0.001,文献能量启摆,0
54.319,326.184,-74.400,311.528,-87.600,220.000,220.000,146.184,-0.001,文献能量启摆,0
54.340,325.876,64.800,310.803,86.400,-220.000,-220.000,145.876,-0.001,文献能量启摆,0
54.360,326.162,-74.400,311.462,-86.400,220.000,220.000,146.162,-0.001,文献能量启摆,0
54.379,325.811,60.000,310.803,88.800,-211.531,-220.000,145.811,-0.001,文献能量启摆,0
54.399,326.052,-49.800,311.287,-79.200,175.569,219.462,146.052,-0.001,文献能量启摆,0
54.419,325.898,36.600,310.759,75.600,-129.038,-161.297,145.898,-0.001,文献能量启摆,0
54.439,326.074,-7.200,311.375,-51.000,25.385,31.731,146.074,-0.001,文献能量启摆,0
54.459,325.920,0.000,310.957,0.000,60.000,75.000,145.920,-0.001,文献能量启摆,0
54.479,326.030,5.400,311.089,6.600,-19.039,-23.798,146.030,-0.001,文献能量启摆,0
54.499,326.074,0.000,311.177,0.000,60.000,75.000,146.074,-0.001,文献能量启摆,0
54.519,326.162,6.000,311.309,11.400,-21.154,-26.442,146.162,-0.001,文献能量启摆,0
54.540,326.228,0.000,311.462,0.000,60.000,75.000,146.228,-0.001,文献能量启摆,0
54.560,326.338,16.200,311.616,27.000,-57.113,-71.392,146.338,-0.001,文献能量启摆,0
54.580,326.382,-1.200,311.814,-0.600,60.000,75.000,146.382,-0.001,文献能量启摆,0
54.600,326.426,10.800,311.880,17.400,-38.075,-47.594,146.426,-0.001,文献能量启摆,0
54.619,326.470,-10.200,312.056,-5.400,35.960,44.950,146.470,-0.001,文献能量启摆,0
54.639,326.492,4.800,312.100,15.600,-16.922,-21.153,146.492,-0.001,文献能量启摆,0
54.659,326.492,-4.800,312.188,0.000,16.922,21.153,146.492,-0.001,文献能量启摆,0
54.679,326.492,0.000,312.209,0.000,-60.000,-75.000,146.492,-0.001,文献能量启摆,0
54.699,326.426,0.000,312.144,-6.000,-60.000,-75.000,146.426,-0.001,文献能量启摆,0
54.719,326.316,-10.800,311.924,-11.400,38.076,47.595,146.316,-0.001,文献能量启摆,0
54.740,326.294,0.000,311.836,0.000,-60.000,-75.000,146.294,-0.001,文献能量启摆,0
54.759,326.250,-5.400,311.748,-0.600,19.038,23.798,146.250,-0.001,文献能量启摆,0
54.779,326.206,0.000,311.550,0.000,-60.000,-75.000,146.206,-0.001,文献能量启摆,0
54.799,326.162,-5.400,311.287,-29.400,19.038,23.798,146.162,-0.001,文献能量启摆,0
54.819,326.096,0.000,310.913,0.000,-60.000,-75.000,146.096,-0.001,文献能量启摆,0
54.839,325.986,-5.400,310.649,-18.600,19.039,23.798,145.986,-0.001,文献能量启摆,0
54.860,325.876,0.000,310.276,0.000,-60.000,-75.000,145.876,-0.001,文献能量启摆,0
54.880,325.745,-17.400,310.034,-39.600,61.348,76.685,145.745,-0.001,文献能量启摆,0
54.900,325.613,0.600,309.727,4.800,-60.000,-75.000,145.613,-0.001,文献能量启摆,0
54.920,325.503,-11.400,309.617,-16.800,40.195,50.243,145.503,-0.001,文献能量启摆,0
54.939,325.371,0.000,309.441,0.000,-60.000,-75.000,145.371,-0.001,文献能量启摆,0
54.959,325.261,-10.800,309.331,-22.200,38.080,47.600,145.261,-0.001,文献能量启摆,0
54.979,325.151,0.000,309.133,5.400,-60.000,-75.000,145.151,-0.001,文献能量启摆,0
54.999,325.042,-1.200,308.958,-27.000,-60.000,-75.000,145.042,-0.001,文献能量启摆,0
55.019,324.734,-12.600,308.342,-50.400,44.430,55.537,144.734,-0.001,文献能量启摆,0
55.040,324.448,0.000,307.947,0.000,-60.000,-75.000,144.448,-0.001,文献能量启摆,0
55.059,324.338,-16.800,307.771,-23.400,59.242,74.053,144.338,-0.001,文献能量启摆,0
55.080,324.207,0.000,307.463,0.000,-60.000,-75.000,144.207,-0.001,文献能量启摆,0
55.100,324.141,-5.400,307.354,-12.000,19.043,23.803,144.141,-0.001,文献能量启摆,0
55.120,324.031,0.000,307.068,0.000,-60.000,-75.000,144.031,-0.001,文献能量启摆,0
55.140,323.921,-16.200,306.804,-36.000,57.129,71.412,143.921,-0.001,文献能量启摆,0
55.160,323.811,0.000,306.387,0.000,-60.000,-75.000,143.811,-0.001,文献能量启摆,0
55.180,323.745,-16.200,306.255,-22.800,57.131,71.413,143.745,-0.001,文献能量启摆,0
55.200,323.657,10.200,305.815,0.000,-35.972,-44.965,143.657,-0.001,文献能量启摆,0
55.220,323.613,-5.400,305.771,0.000,19.044,23.805,143.613,-0.001,文献能量启摆,0
55.240,323.569,0.000,305.618,0.000,-60.000,-75.000,143.569,-0.001,文献能量启摆,0
55.260,323.481,-16.200,305.442,-7.200,57.133,71.416,143.481,-0.001,文献能量启摆,0
55.280,323.416,0.000,304.893,-4.800,-60.000,-75.000,143.416,-0.001,文献能量启摆,0
55.300,323.372,-5.400,304.739,-27.000,19.045,23.806,143.372,-0.001,文献能量启摆,0
55.320,323.240,0.000,304.343,-0.600,-60.000,-75.000,143.240,-0.001,文献能量启摆,0
55.339,323.130,-1.200,303.948,-36.000,-60.000,-75.000,143.130,-0.001,文献能量启摆,0
55.359,322.756,-23.400,300.608,-233.400,82.532,103.165,142.756,-0.001,文献能量启摆,0
55.379,322.405,0.000,297.422,-12.600,-60.000,-75.000,142.405,-0.001,文献能量启摆,0
55.399,322.273,-22.200,297.268,-17.400,78.304,97.880,142.273,-0.001,文献能量启摆,0
55.420,322.163,10.800,296.917,0.000,-38.095,-47.618,142.163,-0.001,文献能量启摆,0
55.440,322.119,0.000,296.917,0.000,-60.000,-75.000,142.119,-0.001,文献能量启摆,0
55.459,321.987,-11.400,296.675,-23.400,40.212,50.265,141.987,-0.001,文献能量启摆,0
55.479,321.833,0.000,296.104,-17.400,-60.000,-75.000,141.833,-0.001,文献能量启摆,0
55.499,321.702,-16.800,295.730,-40.800,59.262,74.077,141.702,-0.001,文献能量启摆,0
55.520,321.526,-4.800,293.665,-59.400,16.932,21.165,141.526,-0.001,文献能量启摆,0
55.540,321.526,0.000,293.203,-0.600,-60.000,-75.000,141.526,-0.001,文献能量启摆,0
55.560,321.416,-5.400,292.917,-18.600,19.049,23.811,141.416,-0.001,文献能量启摆,0
55.579,321.218,-5.400,291.292,-59.400,19.050,23.812,141.218,-0.001,文献能量启摆,0
55.599,321.174,0.000,290.698,-5.400,-60.000,-75.000,141.174,-0.001,文献能量启摆,0
55.619,321.064,-6.000,290.391,-34.800,21.167,26.458,141.064,-0.001,文献能量启摆,0
55.639,320.801,-6.000,288.589,-82.200,21.167,26.459,140.801,-0.001,文献能量启摆,0
55.660,320.647,-5.400,287.644,-23.400,19.051,23.814,140.647,-0.001,文献能量启摆,0
55.679,320.581,0.000,287.490,0.000,-60.000,-75.000,140.581,-0.001,文献能量启摆,0
55.699,320.405,-16.200,287.271,-23.400,57.155,71.443,140.405,-0.001,文献能量启摆,0
55.719,320.164,-5.400,286.326,-12.000,19.052,23.815,140.164,-0.001,文献能量启摆,0
55.740,320.164,0.000,286.282,0.000,-60.000,-75.000,140.164,-0.001,文献能量启摆,0
55.760,320.076,-5.400,286.150,-11.400,19.052,23.816,140.076,-0.001,文献能量启摆,0
55.779,319.878,-10.800,285.688,-28.200,38.106,47.632,139.878,-0.001,文献能量启摆,0
55.799,319.834,-5.400,285.469,0.000,19.053,23.816,139.834,-0.001,文献能量启摆,0
55.819,319.856,0.000,285.469,0.000,-60.000,-75.000,139.856,-0.001,文献能量启摆,0
55.839,319.790,-10.200,285.381,-16.200,35.989,44.987,139.790,-0.001,文献能量启摆,0
55.860,319.658,0.000,285.139,0.000,-60.000,-75.000,139.658,-0.001,文献能量启摆,0
55.879,319.548,-22.800,284.875,-29.400,80.449,100.561,139.548,-0.001,文献能量启摆,0
55.899,319.307,0.000,283.799,0.000,-60.000,-75.000,139.307,-0.001,文献能量启摆,0
55.919,319.197,-17.400,283.667,-22.800,61.398,76.748,139.197,-0.001,文献能量启摆,0
55.939,318.845,0.000,283.228,0.000,-60.000,-75.000,138.845,-0.001,文献能量启摆,0
55.959,318.713,-17.400,283.096,-17.400,61.402,76.753,138.713,-0.001,文献能量启摆,0
55.979,318.450,0.000,282.656,4.800,-60.000,-75.000,138.450,-0.001,文献能量启摆,0
55.999,318.340,-18.000,282.502,-23.400,63.523,79.403,138.340,-0.001,文献能量启摆,0
56.019,318.120,0.000,281.953,0.600,-60.000,-75.000,138.120,-0.001,文献能量启摆,0
56.040,318.032,-16.800,281.755,-28.200,59.290,74.113,138.032,-0.001,文献能量启摆,0
56.059,317.747,0.000,280.942,0.000,-60.000,-75.000,137.747,-0.001,文献能量启摆,0
56.079,317.571,-28.800,280.547,-63.000,101.646,127.058,137.571,-0.001,文献能量启摆,0
56.099,316.406,-18.600,279.514,6.000,65.658,82.072,136.406,-0.001,文献能量启摆,0
56.120,316.450,0.000,279.690,21.000,-60.000,-75.000,136.450,-0.001,文献能量启摆,0
56.139,316.428,-0.600,279.756,-10.800,-60.000,-75.000,136.428,-0.001,文献能量启摆,0
56.159,316.252,-16.800,279.514,-11.400,59.305,74.131,136.252,-0.001,文献能量启摆,0
56.179,316.011,0.000,278.899,0.000,-60.000,-75.000,136.011,-0.001,文献能量启摆,0
56.199,315.857,-22.800,278.613,-40.200,80.490,100.612,135.857,-0.001,文献能量启摆,0
56.219,314.692,-18.000,277.800,5.400,63.555,79.444,134.692,-0.001,文献能量启摆,0
56.240,314.692,0.000,277.954,6.000,-60.000,-75.000,134.692,-0.001,文献能量启摆,0
56.260,314.670,-16.200,277.998,-5.400,57.200,71.500,134.670,-0.001,文献能量启摆,0
56.279,314.604,5.400,277.998,0.600,-19.067,-23.834,134.604,-0.001,文献能量启摆,0
56.299,314.604,0.000,278.064,0.000,-60.000,-75.000,134.604,-0.001,文献能量启摆,0
56.319,314.495,-16.800,277.932,-1.200,59.320,74.150,134.495,-0.001,文献能量启摆,0
56.339,314.341,4.800,277.866,5.400,-16.949,-21.186,134.341,-0.001,文献能量启摆,0
56.359,314.341,-5.400,277.888,0.000,19.068,23.835,134.341,-0.001,文献能量启摆,0
56.379,314.319,0.000,277.866,0.000,-60.000,-75.000,134.319,-0.001,文献能量启摆,0
56.399,314.187,-16.800,277.734,-22.200,59.323,74.153,134.187,-0.001,文献能量启摆,0
56.419,313.176,-40.200,277.471,0.000,141.969,177.461,133.176,-0.001,文献能量启摆,0
56.439,313.330,7.800,277.910,46.200,-27.546,-34.433,133.330,-0.001,文献能量启摆,0
56.459,313.572,-4.800,278.877,0.000,16.951,21.189,133.572,-0.001,文献能量启摆,0
56.479,313.594,5.400,278.921,0.000,-19.070,-23.837,133.594,-0.001,文献能量启摆,0
56.499,313.594,0.000,278.965,-4.800,-60.000,-75.000,133.594,-0.001,文献能量启摆,0
56.519,313.528,-0.600,278.833,-21.000,-60.000,-75.000,133.528,-0.001,文献能量启摆,0
56.539,313.352,-10.800,278.613,-16.800,38.141,47.676,133.352,-0.001,文献能量启摆,0
56.560,313.286,0.000,278.394,0.600,-60.000,-75.000,133.286,-0.001,文献能量启摆,0
56.579,313.220,-16.800,278.196,-24.000,59.331,74.164,133.220,-0.001,文献能量启摆,0
56.599,313.132,0.600,277.778,0.000,-60.000,-75.000,133.132,-0.001,文献能量启摆,0
56.619,313.066,-6.000,277.668,-28.800,21.190,26.488,133.066,-0.001,文献能量启摆,0
56.640,312.913,0.000,277.449,0.000,-60.000,-75.000,132.913,-0.001,文献能量启摆,0
56.660,312.781,-27.000,277.339,-12.000,95.359,119.199,132.781,-0.001,文献能量启摆,0
56.679,312.473,0.600,277.163,22.200,-60.000,-75.000,132.473,-0.001,文献能量启摆,0
56.699,312.451,-11.400,277.229,-10.200,40.265,50.332,132.451,-0.001,文献能量启摆,0
56.719,312.363,0.000,277.185,0.000,-60.000,-75.000,132.363,-0.001,文献能量启摆,0
56.739,312.341,-0.600,277.163,-6.000,-60.000,-75.000,132.341,-0.001,文献能量启摆,0
56.760,312.078,-16.800,276.790,-34.200,59.341,74.177,132.078,-0.001,文献能量启摆,0
56.779,311.748,4.800,275.911,4.800,-16.956,-21.195,131.748,-0.001,文献能量启摆,0
56.799,311.770,0.000,275.911,-10.200,-60.000,-75.000,131.770,-0.001,文献能量启摆,0
56.819,311.594,-28.200,275.581,-30.600,99.615,124.519,131.594,-0.001,文献能量启摆,0
56.839,311.199,0.000,274.856,10.200,-60.000,-75.000,131.199,-0.001,文献能量启摆,0
56.859,311.199,-0.600,274.856,0.000,-60.000,-75.000,131.199,-0.001,文献能量启摆,0
56.879,310.913,-32.400,274.417,-45.000,114.463,143.079,130.913,-0.001,文献能量启摆,0
56.899,310.627,6.000,273.538,12.000,-21.198,-26.498,130.627,-0.001,文献能量启摆,0
56.919,310.715,0.000,273.604,0.000,-60.000,-75.000,130.715,-0.001,文献能量启摆,0
56.940,310.605,-10.200,273.340,-24.000,36.037,45.046,130.605,-0.001,文献能量启摆,0
56.959,310.474,0.000,272.483,-4.800,-60.000,-75.000,130.474,-0.001,文献能量启摆,0
56.980,310.364,-16.200,271.912,-83.400,57.237,71.547,130.364,-0.001,文献能量启摆,0
56.999,310.078,0.000,270.417,-10.800,-60.000,-75.000,130.078,-0.001,文献能量启摆,0
57.019,309.946,-24.000,269.780,-90.600,84.801,106.001,129.946,-0.001,文献能量启摆,0
57.040,309.375,4.800,268.352,16.200,-16.962,-21.202,129.375,-0.002,文献能量启摆,0
57.059,309.397,0.000,268.352,-0.600,-60.000,-75.000,129.397,-0.002,文献能量启摆,0
57.079,309.243,-6.000,267.979,-50.400,21.203,26.503,129.243,-0.002,文献能量启摆,0
57.099,308.826,-5.400,266.968,-6.000,19.084,23.855,128.826,-0.002,文献能量启摆,0
57.119,308.782,0.000,266.814,0.000,-60.000,-75.000,128.782,-0.002,文献能量启摆,0
57.140,308.628,-12.600,266.484,-47.400,44.530,55.663,128.628,-0.002,文献能量启摆,0
57.159,307.485,-29.400,265.627,0.600,103.921,129.902,127.485,-0.002,文献能量启摆,0
57.180,307.529,11.400,265.759,7.200,-40.296,-50.370,127.529,-0.002,文献能量启摆,0
57.199,307.661,-4.800,265.913,0.000,16.967,21.208,127.661,-0.002,文献能量启摆,0
57.219,307.683,16.200,265.891,0.600,-57.262,-71.577,127.683,-0.002,文献能量启摆,0
57.239,307.617,-4.800,265.847,-5.400,16.967,21.208,127.617,-0.002,文献能量启摆,0
57.259,307.529,0.000,265.781,0.000,-60.000,-75.000,127.529,-0.002,文献能量启摆,0
57.280,307.419,-11.400,265.649,-0.600,40.297,50.371,127.419,-0.002,文献能量启摆,0
57.299,307.310,-4.800,265.320,0.000,16.968,21.209,127.310,-0.002,文献能量启摆,0
57.319,307.332,0.000,265.342,0.000,-60.000,-75.000,127.332,-0.002,文献能量启摆,0
57.339,307.222,-16.200,265.276,-5.400,57.266,71.582,127.222,-0.002,文献能量启摆,0
57.359,307.002,0.600,265.056,4.800,-60.000,-75.000,127.002,-0.002,文献能量启摆,0
57.379,306.892,-18.000,264.968,-7.200,63.632,79.540,126.892,-0.002,文献能量启摆,0
57.399,306.628,0.000,264.727,0.600,-60.000,-75.000,126.628,-0.002,文献能量启摆,0
57.419,306.562,-6.600,264.683,-21.600,23.333,29.166,126.562,-0.002,文献能量启摆,0
57.439,306.299,0.000,264.463,0.000,-60.000,-75.000,126.299,-0.002,文献能量启摆,0
57.459,306.035,-40.200,264.177,-36.000,142.129,177.661,126.035,-0.002,文献能量启摆,0
57.479,305.244,13.200,263.672,16.800,-46.676,-58.346,125.244,-0.002,文献能量启摆,0
57.499,305.420,-6.000,263.848,-10.800,21.216,26.520,125.420,-0.002,文献能量启摆,0
57.519,305.354,-4.800,263.826,0.000,16.973,21.216,125.354,-0.002,文献能量启摆,0
57.540,305.398,0.000,263.870,5.400,-60.000,-75.000,125.398,-0.002,文献能量启摆,0
57.560,305.332,-1.200,263.804,-4.800,60.000,75.000,125.332,-0.002,文献能量启摆,0
57.579,305.288,0.600,263.782,5.400,60.000,75.000,125.288,-0.002,文献能量启摆,0
57.600,305.508,6.600,264.045,21.600,-23.337,-29.172,125.508,-0.002,文献能量启摆,0
57.619,305.618,0.000,264.287,0.000,60.000,75.000,125.618,-0.002,文献能量启摆,0
57.639,305.750,16.200,264.573,40.200,-57.280,-71.600,125.750,-0.002,文献能量启摆,0
57.659,305.837,-4.800,264.990,-0.600,16.972,21.215,125.837,-0.002,文献能量启摆,0
57.680,305.837,5.400,264.946,0.000,-19.093,-23.866,125.837,-0.002,文献能量启摆,0
57.699,305.837,0.000,264.946,0.000,60.000,75.000,125.837,-0.002,文献能量启摆,0
57.720,305.947,6.600,265.122,22.200,-23.336,-29.169,125.947,-0.002,文献能量启摆,0
57.739,306.189,4.800,265.320,-5.400,-16.971,-21.213,126.189,-0.002,文献能量启摆,0
57.759,306.167,0.000,265.298,4.200,60.000,75.000,126.167,-0.002,文献能量启摆,0
57.780,306.277,16.800,265.452,39.000,-59.396,-74.245,126.277,-0.002,文献能量启摆,0
57.799,306.453,-5.400,265.605,-5.400,19.091,23.864,126.453,-0.002,文献能量启摆,0
57.819,306.453,10.200,265.562,10.800,-36.061,-45.076,126.453,-0.002,文献能量启摆,0
57.839,306.475,0.000,265.518,-1.200,60.000,75.000,126.475,-0.002,文献能量启摆,0
57.859,306.519,10.800,265.583,6.000,-38.182,-47.727,126.519,-0.002,文献能量启摆,0
57.880,306.738,0.000,265.649,-0.600,60.000,75.000,126.738,-0.002,文献能量启摆,0
57.899,306.848,22.200,265.759,12.000,-78.480,-98.100,126.848,-0.002,文献能量启摆,0
57.919,306.958,-0.600,265.891,-1.200,60.000,75.000,126.958,-0.002,文献能量启摆,0
57.939,306.980,5.400,265.913,16.800,-19.089,-23.862,126.980,-0.002,文献能量启摆,0
57.959,307.200,0.000,266.067,0.000,60.000,75.000,127.200,-0.002,文献能量启摆,0
57.980,307.354,12.000,266.353,35.400,-42.418,-53.023,127.354,-0.002,文献能量启摆,0
57.999,307.617,0.000,266.836,-4.800,60.000,75.000,127.617,-0.002,文献能量启摆,0
58.019,307.859,44.400,267.122,35.400,-156.930,-196.163,127.859,-0.002,文献能量启摆,0
58.039,308.320,-34.800,267.385,-29.400,122.992,153.740,128.320,-0.002,文献能量启摆,0
58.059,307.881,23.400,267.319,48.000,-82.708,-103.385,127.881,-0.002,文献能量启摆,0
58.079,308.298,-11.400,267.759,-6.000,40.291,50.364,128.298,-0.002,文献能量启摆,0
58.099,308.188,5.400,267.715,6.000,-19.086,-23.857,128.188,-0.002,文献能量启摆,0
58.119,308.298,0.000,267.759,-4.800,60.000,75.000,128.298,-0.002,文献能量启摆,0
58.139,308.430,6.600,267.935,18.600,-23.326,-29.158,128.430,-0.002,文献能量启摆,0
58.159,308.562,-4.800,268.352,0.000,16.964,21.205,128.562,-0.002,文献能量启摆,0
58.179,308.584,0.000,268.484,18.000,60.000,75.000,128.584,-0.002,文献能量启摆,0
58.199,308.760,23.400,269.473,124.200,-82.697,-103.371,128.760,-0.002,文献能量启摆,0
58.219,309.353,-5.400,271.626,0.000,19.082,23.853,129.353,-0.002,文献能量启摆,0
58.239,309.353,5.400,271.582,0.000,-19.082,-23.853,129.353,-0.002,文献能量启摆,0
58.260,309.397,0.000,271.626,0.000,60.000,75.000,129.397,-0.002,文献能量启摆,0
58.279,309.463,11.400,271.846,45.000,-40.284,-50.355,129.463,-0.002,文献能量启摆,0
58.299,309.595,0.000,273.384,23.400,60.000,75.000,129.595,-0.001,文献能量启摆,0
58.319,309.683,6.000,274.109,117.000,-21.201,-26.502,129.683,-0.001,文献能量启摆,0
58.339,309.858,0.000,276.592,42.600,60.000,75.000,129.858,-0.001,文献能量启摆,0
58.359,310.100,29.400,278.130,171.000,-103.878,-129.848,130.100,-0.001,文献能量启摆,0
58.379,310.583,-6.600,281.316,-28.800,23.318,29.148,130.583,-0.001,文献能量启摆,0
58.399,310.474,0.000,281.272,5.400,60.000,75.000,130.474,-0.001,文献能量启摆,0
58.419,310.715,28.200,281.887,83.400,-99.629,-124.536,130.715,-0.001,文献能量启摆,0
58.440,310.825,-1.200,283.250,-34.800,60.000,75.000,130.825,-0.001,文献能量启摆,0
58.459,310.781,0.600,283.184,6.600,60.000,75.000,130.781,-0.001,文献能量启摆,0
58.479,311.111,24.000,283.997,86.400,-84.786,-105.982,131.111,-0.001,文献能量启摆,0
58.499,311.572,-5.400,284.941,-14.400,19.076,23.844,131.572,-0.001,文献能量启摆,0
58.519,311.506,0.000,284.832,0.000,60.000,75.000,131.506,-0.001,文献能量启摆,0
58.539,311.770,23.400,285.095,24.000,-82.658,-103.322,131.770,-0.001,文献能量启摆,0
58.559,312.144,-11.400,285.535,-23.400,40.267,50.334,132.144,-0.001,文献能量启摆,0
58.579,312.056,10.800,285.447,4.800,-38.148,-47.685,132.056,-0.001,文献能量启摆,0
58.599,312.078,0.000,285.447,-10.200,60.000,75.000,132.078,-0.001,文献能量启摆,0
58.619,312.166,16.800,285.535,11.400,-59.341,-74.176,132.166,-0.001,文献能量启摆,0
58.639,312.407,-4.800,285.645,-21.600,16.954,21.192,132.407,-0.001,文献能量启摆,0
58.659,312.363,0.000,285.579,5.400,60.000,75.000,132.363,-0.001,文献能量启摆,0
58.679,312.583,33.600,285.820,18.600,-118.672,-148.340,132.583,-0.001,文献能量启摆,0
58.699,312.957,-28.800,286.018,-35.400,101.714,127.142,132.957,-0.001,文献能量启摆,0
58.719,312.847,33.000,285.776,25.200,-116.548,-145.685,132.847,-0.001,文献能量启摆,0
58.739,313.242,-28.200,285.842,-47.400,99.590,124.488,133.242,-0.001,文献能量启摆,0
58.759,313.044,7.200,285.667,28.800,-25.428,-31.786,133.044,-0.001,文献能量启摆,0
58.779,313.176,-0.600,285.952,0.000,60.000,75.000,133.176,-0.001,文献能量启摆,0
58.799,313.242,15.600,286.106,27.000,-55.093,-68.866,133.242,-0.001,文献能量启摆,0
58.819,313.330,-5.400,286.370,-1.200,19.071,23.838,133.330,-0.001,文献能量启摆,0
58.839,313.330,4.800,286.282,0.000,-16.952,-21.189,133.330,-0.001,文献能量启摆,0
58.859,313.352,-4.800,286.238,-5.400,16.952,21.189,133.352,-0.001,文献能量启摆,0
58.879,313.352,0.000,286.260,10.200,60.000,75.000,133.352,-0.001,文献能量启摆,0
58.899,313.550,18.600,286.523,31.800,-65.685,-82.106,133.550,-0.001,文献能量启摆,0
58.919,313.835,-10.800,286.787,-16.200,38.138,47.673,133.835,-0.001,文献能量启摆,0
58.939,313.792,10.200,286.721,5.400,-36.020,-45.025,133.792,-0.001,文献能量启摆,0
58.959,313.835,-0.600,286.699,0.000,60.000,75.000,133.835,-0.001,文献能量启摆,0
58.979,313.923,28.200,286.853,17.400,-99.580,-124.476,133.923,-0.001,文献能量启摆,0
58.999,314.077,-18.000,286.831,-24.000,63.561,79.451,134.077,-0.001,文献能量启摆,0
59.019,314.055,21.000,286.699,6.600,-74.155,-92.693,134.055,-0.001,文献能量启摆,0
59.040,314.165,-6.600,286.633,-7.200,23.306,29.132,134.165,-0.001,文献能量启摆,0
59.059,314.011,6.000,286.479,0.000,-21.187,-26.484,134.011,-0.001,文献能量启摆,0
59.079,313.989,-4.800,286.436,0.000,16.950,21.187,133.989,-0.001,文献能量启摆,0
59.099,313.989,5.400,286.436,0.000,-19.069,-23.836,133.989,-0.001,文献能量启摆,0
59.119,313.945,-4.800,286.414,-5.400,16.950,21.188,133.945,-0.001,文献能量启摆,0
59.139,313.923,0.000,286.414,0.000,60.000,75.000,133.923,-0.001,文献能量启摆,0
59.159,314.033,16.200,286.611,16.800,-57.205,-71.507,134.033,-0.001,文献能量启摆,0
59.179,314.121,-10.800,286.655,-16.200,38.137,47.671,134.121,-0.001,文献能量启摆,0
59.200,314.055,10.200,286.655,5.400,-36.018,-45.023,134.055,-0.001,文献能量启摆,0
59.219,314.033,-10.800,286.677,0.000,38.137,47.671,134.033,-0.001,文献能量启摆,0
59.239,314.033,5.400,286.743,6.000,-19.069,-23.836,134.033,-0.001,文献能量启摆,0
59.260,314.033,-5.400,286.787,-5.400,19.069,23.836,134.033,-0.001,文献能量启摆,0
59.280,314.033,0.000,286.809,0.600,60.000,75.000,134.033,-0.001,文献能量启摆,0
59.300,314.231,12.600,287.183,38.400,-44.492,-55.615,134.231,-0.001,文献能量启摆,0
59.320,314.561,-11.400,288.325,-15.600,40.253,50.316,134.561,-0.001,文献能量启摆,0
59.340,314.583,16.800,288.501,18.600,-59.319,-74.149,134.583,-0.001,文献能量启摆,0
59.359,314.604,-15.600,288.809,-6.600,55.082,68.853,134.604,-0.001,文献能量启摆,0
59.379,314.561,16.800,288.875,6.000,-59.320,-74.149,134.561,-0.001,文献能量启摆,0
59.399,314.583,-10.800,288.984,-6.000,38.134,47.667,134.583,-0.001,文献能量启摆,0
59.419,314.517,0.600,288.962,5.400,60.000,75.000,134.517,-0.001,文献能量启摆,0
59.439,314.846,34.200,289.446,58.200,-120.751,-150.938,134.846,-0.001,文献能量启摆,0
59.459,315.747,-31.800,290.676,-42.000,112.263,140.328,135.747,-0.001,文献能量启摆,0
59.479,315.703,51.600,290.566,52.800,-182.158,-220.000,135.703,-0.001,文献能量启摆,0
59.499,316.230,-94.200,291.006,-100.800,220.000,220.000,136.230,-0.001,文献能量启摆,0
59.520,314.231,171.000,289.138,106.800,-220.000,-220.000,134.231,-0.001,文献能量启摆,0
