时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
5.639,2.812,-37.200,349.497,-48.600,130.890,163.612,177.188,0.000,文献能量启摆,0
5.659,0.308,41.400,348.992,46.200,-145.665,-182.081,179.692,0.000,文献能量启摆,0
5.679,0.352,-45.000,349.189,-46.200,158.331,197.913,179.648,0.000,文献能量启摆,0
5.699,359.275,34.800,348.838,53.400,-122.444,-153.055,179.275,0.000,文献能量启摆,0
5.719,0.439,-7.800,349.563,-30.000,27.445,34.306,179.561,0.000,文献能量启摆,0
5.739,0.022,0.000,349.299,4.800,60.000,75.000,179.978,-0.000,文献能量启摆,0
5.759,0.154,10.800,349.431,11.400,-38.001,-47.501,179.846,0.000,文献能量启摆,0
5.780,0.220,0.000,349.519,-10.200,60.000,75.000,179.780,-0.000,文献能量启摆,0
5.800,0.286,16.200,349.607,11.400,-57.001,-71.251,179.714,0.000,文献能量启摆,0
5.820,0.330,-4.800,349.651,-0.600,16.889,21.112,179.670,0.000,文献能量启摆,0
5.840,0.308,5.400,349.585,0.000,-19.000,-23.750,179.692,0.000,文献能量启摆,0
5.860,0.286,0.000,349.563,-4.800,60.000,75.000,179.714,-0.000,文献能量启摆,0
5.880,0.352,0.600,349.651,26.400,60.000,75.000,179.648,-0.000,文献能量启摆,0
5.900,0.813,63.000,350.200,58.200,-220.000,-220.000,179.187,0.000,文献能量启摆,0
5.920,2.109,-55.800,351.343,-43.200,196.328,220.000,177.891,0.000,文献能量启摆,0
5.940,358.901,93.600,350.837,76.200,-220.000,-220.000,178.901,0.000,文献能量启摆,0
5.960,0.593,-93.600,353.057,-69.600,220.000,220.000,179.407,0.000,文献能量启摆,0
5.980,357.407,110.400,352.639,93.000,-220.000,-220.000,177.407,0.000,文献能量启摆,0
5.999,0.000,-93.600,355.605,-66.600,220.000,220.000,180.000,0.000,文献能量启摆,0
6.019,357.891,106.800,355.078,86.400,-220.000,-220.000,177.891,0.000,文献能量启摆,0
6.039,0.549,-92.400,357.297,-60.000,220.000,220.000,179.451,0.000,文献能量启摆,0
6.059,358.000,111.000,356.528,70.200,-220.000,-220.000,178.000,0.000,文献能量启摆,0
6.079,0.132,-95.400,358.594,-58.200,220.000,220.000,179.868,0.000,文献能量启摆,0
6.099,357.495,96.600,357.803,74.400,-220.000,-220.000,177.495,0.000,文献能量启摆,0
6.119,0.022,-91.200,359.714,-49.800,220.000,220.000,179.978,0.000,文献能量启摆,0
6.139,357.385,101.400,359.055,67.800,-220.000,-220.000,177.385,0.000,文献能量启摆,0
6.159,359.517,-90.000,0.857,-54.000,220.000,220.000,179.517,0.000,文献能量启摆,0
6.180,356.836,111.600,0.066,68.400,-220.000,-220.000,176.836,0.000,文献能量启摆,0
6.199,359.319,-91.800,1.604,-54.000,220.000,220.000,179.319,0.000,文献能量启摆,0
6.219,356.704,99.600,1.033,81.000,-220.000,-220.000,176.704,0.000,文献能量启摆,0
6.239,359.275,-93.000,2.549,-54.600,220.000,220.000,179.275,0.000,文献能量启摆,0
6.260,357.231,91.200,1.824,73.800,-220.000,-220.000,177.231,0.000,文献能量启摆,0
6.279,359.802,-87.600,3.098,-53.400,220.000,220.000,179.802,0.000,文献能量启摆,0
6.300,357.473,89.400,2.571,72.000,-220.000,-220.000,177.473,0.000,文献能量启摆,0
6.319,359.780,-86.400,3.977,-54.000,220.000,220.000,179.780,0.000,文献能量启摆,0
6.339,358.110,84.600,3.450,84.000,-220.000,-220.000,178.110,0.000,文献能量启摆,0
6.360,0.264,-77.400,4.570,-52.800,220.000,220.000,179.736,0.000,文献能量启摆,0
6.380,358.286,88.800,3.801,63.600,-220.000,-220.000,178.286,0.000,文献能量启摆,0
6.399,0.264,-67.800,4.834,-54.600,220.000,220.000,179.736,0.000,文献能量启摆,0
6.419,358.286,88.200,4.241,72.000,-220.000,-220.000,178.286,0.000,文献能量启摆,0
6.439,359.912,-76.800,5.208,-54.000,220.000,220.000,179.912,0.000,文献能量启摆,0
6.459,357.737,89.400,4.351,69.600,-220.000,-220.000,177.737,0.000,文献能量启摆,0
6.479,359.890,-93.600,5.383,-60.000,220.000,220.000,179.890,0.000,文献能量启摆,0
6.499,357.341,100.200,4.373,75.600,-220.000,-220.000,177.341,0.000,文献能量启摆,0
6.519,359.451,-90.000,5.273,-71.400,220.000,220.000,179.451,0.000,文献能量启摆,0
6.540,356.704,88.200,4.175,79.800,-220.000,-220.000,176.704,0.000,文献能量启摆,0
6.560,359.407,-104.400,5.251,-60.000,220.000,220.000,179.407,0.000,文献能量启摆,0
6.580,356.440,105.600,4.109,64.200,-220.000,-220.000,176.440,0.000,文献能量启摆,0
6.599,359.429,-101.400,5.251,-64.200,220.000,220.000,179.429,0.000,文献能量启摆,0
6.619,356.946,94.800,4.395,86.400,-220.000,-220.000,176.946,0.000,文献能量启摆,0
6.639,0.000,-94.800,5.537,-65.400,220.000,220.000,180.000,0.000,文献能量启摆,0
6.660,357.056,108.000,4.548,76.200,-220.000,-220.000,177.056,0.000,文献能量启摆,0
6.679,0.154,-108.000,5.603,-59.400,220.000,220.000,179.846,0.000,文献能量启摆,0
6.699,357.583,122.400,4.834,87.600,-220.000,-220.000,177.583,0.000,文献能量启摆,0
6.719,0.769,-106.200,5.889,-54.000,220.000,220.000,179.231,0.000,文献能量启摆,0
6.739,357.583,121.800,4.922,68.400,-220.000,-220.000,177.583,0.000,文献能量启摆,0
6.759,0.857,-118.200,5.999,-59.400,220.000,220.000,179.143,0.000,文献能量启摆,0
6.780,358.132,127.200,4.878,87.000,-220.000,-220.000,178.132,0.000,文献能量启摆,0
6.799,1.516,-127.800,6.021,-72.000,220.000,220.000,178.484,0.000,文献能量启摆,0
6.819,358.044,136.200,5.142,85.800,-220.000,-220.000,178.044,0.000,文献能量启摆,0
6.839,1.758,-157.800,6.086,-82.200,220.000,220.000,178.242,0.000,文献能量启摆,0
6.859,357.935,132.000,5.032,71.400,-220.000,-220.000,177.935,0.000,文献能量启摆,0
6.879,1.252,-169.200,5.933,-77.400,220.000,220.000,178.748,0.000,文献能量启摆,0
6.899,357.385,146.400,5.142,94.200,-220.000,-220.000,177.385,0.000,文献能量启摆,0
6.919,0.967,-153.000,6.218,-58.800,220.000,220.000,179.033,0.000,文献能量启摆,0
6.939,358.264,163.800,5.208,69.600,-220.000,-220.000,178.264,0.000,文献能量启摆,0
6.959,1.384,-163.800,6.240,-64.800,220.000,220.000,178.616,0.000,文献能量启摆,0
6.979,358.638,124.800,5.120,59.400,-220.000,-220.000,178.638,0.000,文献能量启摆,0
6.999,1.121,-140.400,6.021,-58.800,220.000,220.000,178.879,0.000,文献能量启摆,0
7.020,358.528,147.600,4.966,69.600,-220.000,-220.000,178.528,0.000,文献能量启摆,0
7.039,1.252,-147.600,6.240,-57.600,220.000,220.000,178.748,0.000,文献能量启摆,0
7.059,359.055,140.400,5.559,72.000,-220.000,-220.000,179.055,0.000,文献能量启摆,0
7.080,1.626,-147.000,6.416,-46.200,220.000,220.000,178.374,0.000,文献能量启摆,0
7.099,359.187,164.400,5.229,47.400,-220.000,-220.000,179.187,0.000,文献能量启摆,0
7.119,1.318,-171.000,5.955,-52.800,220.000,220.000,178.682,0.000,文献能量启摆,0
7.139,358.660,164.400,4.614,56.400,-220.000,-220.000,178.660,0.000,文献能量启摆,0
7.159,1.362,-176.400,5.911,-98.400,220.000,220.000,178.638,0.000,文献能量启摆,0
7.180,358.242,171.000,3.582,130.800,-220.000,-220.000,178.242,0.000,文献能量启摆,0
7.199,1.428,-181.800,6.042,-124.800,220.000,220.000,178.572,0.000,文献能量启摆,0
7.219,358.792,187.200,4.021,171.000,-220.000,-220.000,178.792,0.000,文献能量启摆,0
7.239,2.065,-183.000,6.768,-129.600,220.000,220.000,177.935,0.000,文献能量启摆,0
7.259,359.033,170.400,4.263,162.600,-220.000,-220.000,179.033,0.000,文献能量启摆,0
7.279,2.307,-170.400,7.383,-141.600,220.000,220.000,177.693,0.000,文献能量启摆,0
7.299,359.187,191.400,5.383,92.400,-220.000,-220.000,179.187,0.000,文献能量启摆,0
7.320,3.054,-177.000,6.460,-91.800,220.000,220.000,176.946,0.000,文献能量启摆,0
7.339,359.209,184.800,5.208,87.000,-220.000,-220.000,179.209,0.000,文献能量启摆,0
7.359,3.296,-159.600,6.372,-105.000,220.000,220.000,176.704,0.000,文献能量启摆,0
7.380,359.209,172.200,4.900,106.200,-220.000,-220.000,179.209,0.000,文献能量启摆,0
7.399,2.571,-177.000,6.350,-111.600,220.000,220.000,177.429,0.000,文献能量启摆,0
7.419,358.616,180.000,4.988,104.400,-220.000,-220.000,178.616,0.000,文献能量启摆,0
7.439,2.527,-177.600,6.790,-107.400,220.000,220.000,177.473,0.000,文献能量启摆,0
7.460,359.253,194.400,5.581,127.800,-220.000,-220.000,179.253,0.000,文献能量启摆,0
7.480,3.977,-117.600,8.086,-118.200,220.000,220.000,176.023,0.000,文献能量启摆,0
7.499,0.637,174.600,6.064,112.800,-220.000,-220.000,179.363,0.000,文献能量启摆,0
7.519,5.010,-114.600,7.932,-123.000,220.000,220.000,174.990,0.000,文献能量启摆,0
7.539,1.121,162.000,5.801,111.000,-220.000,-220.000,178.879,0.000,文献能量启摆,0
7.559,5.515,-79.200,7.910,-129.600,220.000,220.000,174.485,0.000,文献能量启摆,0
7.579,2.131,155.400,6.042,118.800,-220.000,-220.000,177.869,0.000,文献能量启摆,0
7.600,7.009,-106.200,8.459,-112.200,220.000,220.000,172.991,0.000,文献能量启摆,0
7.620,3.538,141.600,6.218,125.400,-220.000,-220.000,176.462,0.000,文献能量启摆,0
7.639,8.503,-91.800,8.767,-125.400,220.000,220.000,171.497,0.000,文献能量启摆,0
7.660,5.581,175.800,6.174,124.800,-220.000,-220.000,174.419,0.000,文献能量启摆,0
7.679,10.173,-172.200,9.009,-133.800,220.000,220.000,169.827,0.000,文献能量启摆,0
7.699,6.372,180.000,6.570,136.200,-220.000,-220.000,173.628,0.000,文献能量启摆,0
7.719,10.723,-205.200,9.800,-128.400,220.000,220.000,169.277,0.000,文献能量启摆,0
7.740,7.185,208.200,6.921,142.200,-220.000,-220.000,172.815,0.000,文献能量启摆,0
7.759,11.580,-187.800,10.305,-123.600,220.000,220.000,168.420,0.000,文献能量启摆,0
7.779,7.295,207.000,7.800,133.200,-220.000,-220.000,172.705,0.000,文献能量启摆,0
7.799,11.843,-214.200,11.777,-133.200,220.000,220.000,168.157,0.000,文献能量启摆,0
7.819,7.229,182.400,8.987,145.800,-220.000,-220.000,172.771,0.000,文献能量启摆,0
7.839,11.140,-237.000,13.337,-138.000,220.000,220.000,168.860,0.000,文献能量启摆,0
7.859,6.548,229.800,10.371,147.600,-220.000,-220.000,173.452,0.000,文献能量启摆,0
7.879,11.052,-243.600,13.843,-169.800,220.000,220.000,168.948,0.000,文献能量启摆,0
7.899,7.141,251.400,10.371,139.200,-220.000,-220.000,172.859,0.000,文献能量启摆,0
7.919,11.799,-222.600,14.128,-169.800,220.000,220.000,168.201,0.000,文献能量启摆,0
7.939,7.317,238.800,10.437,152.400,-220.000,-220.000,172.683,0.000,文献能量启摆,0
7.959,12.063,-223.200,14.392,-168.600,220.000,220.000,167.937,0.000,文献能量启摆,0
7.979,7.251,237.000,11.426,182.400,-220.000,-220.000,172.749,0.000,文献能量启摆,0
7.999,12.107,-184.800,15.601,-170.400,220.000,220.000,167.893,0.000,文献能量启摆,0
8.019,7.954,240.600,11.733,153.600,-220.000,-220.000,172.046,0.000,文献能量启摆,0
8.039,12.964,-198.600,16.106,-175.800,220.000,220.000,167.036,0.000,文献能量启摆,0
8.060,8.218,237.600,11.931,171.000,-220.000,-220.000,171.782,0.000,文献能量启摆,0
8.080,13.206,-216.600,16.216,-175.200,220.000,220.000,166.794,0.000,文献能量启摆,0
8.100,8.240,203.400,11.997,171.000,-220.000,-220.000,171.760,0.000,文献能量启摆,0
8.121,12.371,-222.600,16.260,-180.000,220.000,220.000,167.629,0.000,文献能量启摆,0
8.140,6.614,190.200,11.975,159.600,-220.000,-220.000,173.386,0.000,文献能量启摆,0
8.160,10.591,-234.000,15.535,-185.400,220.000,220.000,169.409,0.000,文献能量启摆,0
8.180,6.306,238.200,11.228,160.200,-220.000,-220.000,173.694,0.000,文献能量启摆,0
8.199,10.876,-236.400,15.117,-184.800,220.000,220.000,169.124,0.000,文献能量启摆,0
8.219,6.284,232.800,11.602,165.000,-220.000,-220.000,173.716,0.000,文献能量启摆,0
8.240,11.118,-229.800,15.798,-175.200,220.000,220.000,168.882,0.000,文献能量启摆,0
8.259,7.163,238.800,11.931,165.600,-220.000,-220.000,172.837,0.000,文献能量启摆,0
8.280,11.931,-229.200,15.469,-192.600,220.000,220.000,168.069,0.000,文献能量启摆,0
8.300,7.339,240.600,11.272,162.600,-220.000,-220.000,172.661,0.000,文献能量启摆,0
8.320,12.129,-237.600,15.139,-175.800,220.000,220.000,167.871,0.000,文献能量启摆,0
8.340,7.251,204.600,10.942,153.600,-220.000,-220.000,172.749,0.000,文献能量启摆,0
8.360,12.195,-189.000,15.029,-175.800,220.000,220.000,167.805,0.000,文献能量启摆,0
8.380,7.998,241.200,10.745,165.000,-220.000,-220.000,172.002,0.000,文献能量启摆,0
8.399,13.074,-206.400,14.194,-175.800,220.000,220.000,166.926,0.000,文献能量启摆,0
8.419,9.141,259.200,9.602,144.000,-220.000,-220.000,170.859,0.000,文献能量启摆,0
8.440,14.041,-184.800,13.337,-164.400,220.000,220.000,165.959,0.000,文献能量启摆,0
8.459,9.426,229.800,8.657,143.400,-220.000,-220.000,170.574,0.000,文献能量启摆,0
8.479,14.326,-169.800,11.711,-175.800,220.000,220.000,165.674,0.000,文献能量启摆,0
8.499,9.426,220.800,6.658,162.000,-220.000,-220.000,170.574,0.000,文献能量启摆,0
8.520,13.513,-197.400,9.822,-158.400,220.000,220.000,166.487,0.000,文献能量启摆,0
8.540,8.679,239.400,5.449,208.200,-220.000,-220.000,171.321,0.000,文献能量启摆,0
8.559,13.250,-184.800,9.097,-169.200,220.000,220.000,166.750,0.000,文献能量启摆,0
8.579,8.438,227.400,5.647,227.400,-220.000,-220.000,171.562,0.000,文献能量启摆,0
8.599,12.393,-220.200,9.822,-157.200,220.000,220.000,167.607,0.000,文献能量启摆,0
8.620,7.668,228.600,5.845,207.600,-220.000,-220.000,172.332,0.000,文献能量启摆,0
8.640,12.085,-207.600,9.976,-146.400,220.000,220.000,167.915,0.000,文献能量启摆,0
8.659,7.449,220.200,5.823,214.800,-220.000,-220.000,172.551,0.000,文献能量启摆,0
8.679,12.129,-211.800,9.097,-180.000,220.000,220.000,167.871,0.000,文献能量启摆,0
8.699,8.174,228.000,5.120,224.400,-220.000,-220.000,171.826,0.000,文献能量启摆,0
8.719,13.030,-202.800,8.943,-175.200,220.000,220.000,166.970,0.000,文献能量启摆,0
8.740,8.394,217.800,5.647,233.400,-220.000,-220.000,171.606,0.000,文献能量启摆,0
8.759,13.250,-184.800,10.635,-147.600,220.000,220.000,166.750,0.000,文献能量启摆,0
8.779,8.350,178.200,7.361,174.600,-220.000,-220.000,171.650,0.000,文献能量启摆,0
8.799,12.480,-230.400,12.437,-137.400,220.000,220.000,167.520,0.000,文献能量启摆,0
8.819,7.603,216.600,8.921,163.200,-220.000,-220.000,172.397,0.000,文献能量启摆,0
8.839,12.173,-202.200,13.074,-162.600,220.000,220.000,167.827,0.000,文献能量启摆,0
8.860,7.383,193.200,9.119,165.000,-220.000,-220.000,172.617,0.000,文献能量启摆,0
8.880,11.316,-226.800,14.194,-154.800,220.000,220.000,168.684,0.000,文献能量启摆,0
8.900,6.724,204.600,10.613,176.400,-220.000,-220.000,173.276,0.000,文献能量启摆,0
8.920,11.096,-219.000,15.359,-166.800,220.000,220.000,168.904,0.000,文献能量启摆,0
8.940,6.570,216.600,12.261,166.800,-220.000,-220.000,173.430,0.000,文献能量启摆,0
8.960,11.162,-186.000,16.787,-173.400,220.000,220.000,168.838,0.000,文献能量启摆,0
8.980,6.438,172.200,13.096,177.600,-220.000,-220.000,173.562,0.000,文献能量启摆,0
9.000,10.459,-211.800,17.468,-174.000,220.000,220.000,169.541,0.000,文献能量启摆,0
9.020,5.647,170.400,14.304,196.200,-220.000,-220.000,174.353,0.000,文献能量启摆,0
9.040,10.173,-207.000,18.391,-180.600,220.000,220.000,169.827,0.000,文献能量启摆,0
9.060,5.427,155.400,14.744,184.200,-220.000,-220.000,174.573,0.000,文献能量启摆,0
9.080,10.217,-174.600,18.743,-196.200,220.000,220.000,169.783,0.000,文献能量启摆,0
9.100,6.306,175.800,14.788,183.600,-220.000,-220.000,173.694,0.000,文献能量启摆,0
9.120,10.986,-198.000,18.149,-198.600,220.000,220.000,169.014,0.000,文献能量启摆,0
9.140,6.570,162.600,14.106,177.000,-220.000,-220.000,173.430,0.000,文献能量启摆,0
9.159,10.415,-222.000,17.974,-191.400,220.000,220.000,169.585,0.000,文献能量启摆,0
9.179,5.801,167.400,14.656,186.600,-220.000,-220.000,174.199,0.000,文献能量启摆,0
9.199,10.195,-199.200,18.567,-204.000,220.000,220.000,169.805,0.000,文献能量启摆,0
9.219,5.625,152.400,14.919,175.800,-220.000,-220.000,174.375,0.000,文献能量启摆,0
9.239,9.448,-221.400,18.787,-187.200,220.000,220.000,170.552,0.000,文献能量启摆,0
9.259,4.702,166.800,15.732,191.400,-220.000,-220.000,175.298,0.000,文献能量启摆,0
9.279,9.119,-177.000,19.336,-210.600,220.000,220.000,170.881,0.000,文献能量启摆,0
9.299,5.361,164.400,15.908,170.400,-220.000,-220.000,174.639,0.000,文献能量启摆,0
9.319,9.844,-184.200,19.556,-209.400,220.000,220.000,170.156,0.000,文献能量启摆,0
9.340,5.625,166.200,16.040,171.000,-220.000,-220.000,174.375,0.000,文献能量启摆,0
9.359,10.085,-199.200,19.534,-204.000,220.000,220.000,169.915,0.000,文献能量启摆,0
9.379,5.691,141.000,16.787,174.000,-220.000,-220.000,174.309,0.000,文献能量启摆,0
9.400,9.492,-176.400,19.709,-183.000,220.000,220.000,170.508,0.000,文献能量启摆,0
9.419,4.900,146.400,16.897,170.400,-220.000,-220.000,175.100,0.000,文献能量启摆,0
9.440,9.141,-159.600,19.688,-175.800,220.000,220.000,170.859,0.000,文献能量启摆,0
9.460,4.702,155.400,16.985,154.200,-220.000,-220.000,175.298,0.000,文献能量启摆,0
9.480,9.119,-128.400,19.138,-180.600,220.000,220.000,170.881,0.000,文献能量启摆,0
9.499,4.614,87.600,16.479,146.400,-220.000,-220.000,175.386,0.000,文献能量启摆,0
9.520,8.459,-145.800,18.940,-177.600,220.000,220.000,171.541,0.000,文献能量启摆,0
9.540,3.604,83.400,16.150,139.200,-220.000,-220.000,176.396,0.000,文献能量启摆,0
9.559,7.800,-81.000,18.611,-164.400,220.000,220.000,172.200,0.000,文献能量启摆,0
9.579,3.867,114.000,16.501,133.800,-220.000,-220.000,176.133,0.000,文献能量启摆,0
9.599,8.613,-130.800,18.940,-147.600,220.000,220.000,171.387,0.000,文献能量启摆,0
9.619,4.131,123.000,16.677,139.200,-220.000,-220.000,175.869,0.000,文献能量启摆,0
9.640,8.240,-146.400,18.721,-163.800,220.000,220.000,171.760,0.000,文献能量启摆,0
9.660,3.054,69.600,16.611,135.600,-220.000,-220.000,176.946,0.000,文献能量启摆,0
9.680,7.515,-94.200,18.853,-145.200,220.000,220.000,172.485,0.000,文献能量启摆,0
9.700,2.219,73.200,16.392,103.800,-220.000,-220.000,177.781,0.000,文献能量启摆,0
9.720,6.899,-75.600,18.171,-133.800,220.000,220.000,173.101,0.000,文献能量启摆,0
9.740,1.604,74.400,16.128,85.800,-220.000,-220.000,178.396,0.000,文献能量启摆,0
9.760,6.438,-16.800,17.952,-111.000,59.116,73.895,173.562,-0.000,文献能量启摆,0
9.780,359.802,-287.400,15.798,7.800,220.000,220.000,179.802,0.001,文献能量启摆,0
9.800,1.428,342.000,16.743,149.400,-220.000,-220.000,178.572,0.001,文献能量启摆,0
9.820,10.920,23.400,19.973,-91.800,-82.352,-102.940,169.080,-0.000,文献能量启摆,0
9.840,4.812,-380.400,18.501,-58.800,220.000,220.000,175.188,0.001,文献能量启摆,0
9.860,358.813,135.600,17.622,37.200,-220.000,-220.000,178.813,0.000,文献能量启摆,0
9.880,3.757,-99.600,18.215,-87.600,220.000,220.000,176.243,0.000,文献能量启摆,0
9.900,358.528,166.200,17.600,78.000,-220.000,-220.000,178.528,0.000,文献能量启摆,0
9.920,3.999,-74.400,18.677,-82.200,220.000,220.000,176.001,0.000,文献能量启摆,0
9.940,358.462,123.600,18.325,91.200,-220.000,-220.000,178.462,0.000,文献能量启摆,0
9.960,4.087,-71.400,19.116,-88.200,220.000,220.000,175.913,0.000,文献能量启摆,0
9.980,359.187,171.600,18.545,81.600,-220.000,-220.000,179.187,0.000,文献能量启摆,0
9.999,4.856,-51.600,18.918,-89.400,181.558,220.000,175.144,0.000,文献能量启摆,0
10.019,359.956,78.600,18.083,74.400,-220.000,-220.000,179.956,0.000,文献能量启摆,0
10.040,2.856,-172.800,18.369,-99.000,220.000,220.000,177.144,0.000,文献能量启摆,0
10.060,357.078,160.200,17.095,72.000,-220.000,-220.000,177.078,0.000,文献能量启摆,0
10.080,2.373,-150.000,17.666,-94.200,220.000,220.000,177.627,0.000,文献能量启摆,0
10.100,356.990,118.200,16.523,84.600,-220.000,-220.000,176.990,0.000,文献能量启摆,0
10.120,1.626,-160.200,16.941,-106.200,220.000,220.000,178.374,0.000,文献能量启摆,0
10.140,355.496,93.600,15.930,73.800,-220.000,-220.000,175.496,0.000,文献能量启摆,0
10.160,0.132,-154.800,16.523,-95.400,220.000,220.000,179.868,0.000,文献能量启摆,0
10.180,354.792,81.000,15.469,82.200,-220.000,-220.000,174.792,0.000,文献能量启摆,0
10.200,0.000,-103.800,15.776,-97.800,220.000,220.000,180.000,0.000,文献能量启摆,0
10.220,354.749,84.600,14.590,61.800,-220.000,-220.000,174.749,0.000,文献能量启摆,0
